;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
17;Je me sers de tout cela depuis des années et avec une entière satisfaction;0.00020456568486584248;0.0;0.00042266856473639026;0.0001075147662149204;0.0;0.004553274177778519;0.0;0.0;0.01272104142530971;0.0009653675619452359;0.0042479796988456895;0.0;0.00035299114030814453;0.005654349761998785;0.0;0.0;0.0009641009081502996
18;Philippe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.117676781818257e-236
19;Ravie de retrouver mon mascara préféré sur ce site et à un.prix vraiment abordable..;0.0007863547619783214;0.054179130106528035;0.0007680128692417795;0.0004163131621205165;0.00145794754918689;0.001116816212808763;0.0010201958164921421;0.0;0.0;0.002713264623066198;0.0028554889176173872;0.0018441374878295114;0.0;0.007010923504491908;0.0;0.0;0.014625901088455549
20;"prix compétitif,...facile d’application... plus d'un moi de traitement....je l""ai testé et dès qu'il est fini je repasse  une commande.";0.0;0.039686669968235194;0.0;0.0;0.0009626012774803261;0.0;0.0;0.0;0.0;0.0;0.0;3.310599835786028e-05;0.0;0.00011821751134703597;0.10702176876651859;0.0;0.012492084678982336
21;Merci;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;Shampooing en format salon, dommage que la pompe ne soit pas livrée avec, j'ai du transvaser dans un contenant plus petit. Il laisse une odeur agréable sans être trop forte ou persistante, mousse bien et se rince facilement. J'utilise moins de quantité qu'avec un shampooing de grande surface donc c'est un très bon rapport qualité prix au final.;0.0;0.05292205343967437;0.055931776672564465;0.0;0.0002353417526701535;0.0;0.0010189700832998804;0.0017360104011468252;0.06401330835329413;0.0005736351164122267;0.0;0.0;0.00614218208259559;0.0051457426532188185;0.02032528683736394;0.00402825876539826;0.01585968579631598
23;Bonjour,;0.0006610977402359834;0.0;0.0;0.00017043718524616043;0.0;0.0;0.0;0.0;0.0012492381766411173;0.0;0.004730030104639518;0.0;0.0;0.0027001245332038105;0.0;0.0;0.004761545242050121
24;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;"assez déçue. Ce n'était pas une plume fine comme je l’espérais mais un feutre. Donc moins précis .. par ailleurs, le noir est trop ""noyé"", feutré, dilué.... pas épais et de ce beau trait ""black"" qu'on aime lorsqu'on surligne et prolonge nos regards.";0.00021992121490103952;8.162080617991782e-05;0.0004038970290274352;0.00010457181326642653;0.0;0.00034768261079554054;0.000440487017520529;0.0;0.0003541827909537991;0.0007507681655006515;0.00862764797842272;0.0007554015810898168;0.003541127507093611;3.768571677967249e-06;0.009847081989294768;0.001719365729980888;0.005035171162319316
26;Mais, je pense que d'autres utilisatrices sauront l’apprécier.;0.0;0.0;0.0;0.0;1.6233476667205468e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003107582046019712;0.001384487217971489;0.0;0.0003073369821893912
27;Bon produit, redonne douceur aux cheveux mais je le déconseille pour ceux qui ont les cheveux gras, il graisse pas mal le cuir chevelu.;0.0008207925295286575;0.0002548507622522739;0.002269195801364365;0.013033754545482421;3.3962000259806626e-05;0.0;0.0;5.936216099653364e-05;0.003014589213898892;0.0028095902577286833;0.00047149625733017796;0.0006132236369828959;0.006285286121000414;0.0037915251984858267;0.0062146342271544456;0.007861192477007057;0.003969557335650263
28;super contente;0.00032260219147173366;0.0;0.004158646063233688;0.0;0.0;0.0;0.0;0.004015453036803942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12982594810085302
29;Je connaissait déjà le produit qui est très bien. Je l'ai recommandé par erreur et renvoyé, j'ai été rapidement remboursé;0.05883977175650786;0.0;0.0;0.0016784605790367965;0.001088451040142729;0.0018993529041989197;0.0;0.0;0.010839789538663052;0.0;0.0007891087542954092;0.0;0.002758887044515904;0.0;0.0;0.0009726599660176939;0.049668866729364713
30;Excellent produit de qualité professionnelle. Très satisfaite de cet achat. Vraiment efficace et adapté à mes bedoins. Parfait. A conseiller.;0.0;0.0006073824628988154;0.0;0.0016603610792246786;0.0019470417877980714;0.09341946095272521;0.08389124078691496;0.0006735241407462487;0.0012660934440190895;0.11572281230913872;0.0;0.000452213289021479;0.0005900808148807846;0.0002897847664525769;0.0;0.0010688234546346602;0.004833715805740962
31;Produit avec une bonne senteur qui hydrate et illumine la chevelure instantanément et reste léger et non gras. Je le recommande hautement.;0.052603942371743206;0.00046556888317100445;0.005643862709659237;0.023058967007868386;0.0;0.0023417629671765787;0.0006850011251283246;0.0011427832825378912;0.00038775140115141377;0.001247715456841027;0.0;0.0;0.005219157185040179;0.0;0.007979576990781504;0.007963097582593857;0.0
32;Effet anti âge et revitalisant sur une peau mature hydrate et assoupli la peau;0.0;0.0;0.0;0.1416648240202662;0.0;0.000904407613452825;0.000498780531360459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011800395937428786;0.0
33;Pour du l Oréal il est de très mauvaise qualité il colle et bave après moins de 2h vraiment je ne le recommande pas du tout pour tester pas mal de produits il fait parti des plus mauvais;0.04828560468190807;0.0006654954558152051;0.0022886419230776435;0.0005223399334645078;9.854606815998105e-05;0.0008196858843955647;0.06556935772654254;0.0;0.002465304278108305;0.0004653721188296846;0.0;0.0;0.0024236654777086376;0.007166110427598021;0.005699712083300559;0.0;0.012838177739508516
34;Brosse agréable, cils déployés, sans paquets. Odeur agréable. Prix raisonnable.;0.0003167776703225907;0.051247593970691195;0.08891783820914403;0.0;0.0001332503845434991;0.0;0.0;0.0;0.0;0.0;0.00549295529512503;0.0021281232852337585;0.0001604342390775665;0.0;0.016913864401913194;0.003824127147411013;0.00024930970284137
35;Texture super agréable, j’adore !;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4396925191128865;0.0;0.0;0.0;0.0
36;Je recommande ce produit que j'utilise depuis longtemps et qui fait son effet de coiffure naturelle sans laque - A essayer sans réserve -;0.06837367970492586;0.00036613647632392;0.0;0.0;0.0007218050902390025;0.005621226841306339;0.0005568351917787731;0.0;0.0;0.0;0.004698597300631141;2.9946425442314015e-05;0.00036716923955135405;0.043068883504848034;0.0;0.002535132875831777;0.011845354884437375
37;Très bon produit ... je l'utilise depuis 6 mois et j'en suis plus que satisfaite ....rapport qualité prix également...livraison plus que correcte;0.0;0.09120361377371176;7.127429641909804e-05;0.0;0.0;0.1058529738997265;0.0008263707016300491;0.0;0.0;0.0;0.005515075049941106;0.10997312165273818;0.0;0.03502064622040992;0.0;0.0;0.0
38;Ce mascara est super. Je l’utiluse Depuis des années. Par contre vous devez savoir que ce vendeur va vous l’envoyer sans blister. Vous allez le recevoir dans une enveloppe toute simple. Cela n’est pas mentionné dans le descriptif.;0.0;0.0;0.0;0.0;0.00042661961666910173;0.0017223200225138717;0.0;0.0;0.005039258420467794;0.0;0.00031887075364717815;0.00285225182686854;0.0;0.0005401000091076695;0.0;0.0;0.09067152565481212
39;Le seul qui ne me fais pas pleurer les yeux et que je supporte et qui est bien noir je recommande je ne prend que celui la;0.06456852560610198;0.00022385569491245605;0.0;0.0;0.0;0.0010721256537679878;0.0006480198797232155;0.0;0.0;0.0;0.010741143747694777;0.0;0.00015147330630122275;0.0009466999875837881;0.012715222474456361;0.0;0.005263415136366514
40;nan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;j'ai les cheveux vraiment très très sec et ce shampoing les répare très très bien.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002511656747806603;0.0;0.0;0.0;0.0;0.0;0.1973786364505705;0.0
42;obligé de faire une dissertation c relou;0.0;0.0;2.200984485969934e-05;0.0;0.0;0.0;0.0;0.00033752889573718584;0.00045473048885932095;0.0;0.0;0.0;0.0003142244318286475;0.0002223126419458326;0.0003900222927225481;3.264858591357021e-05;0.0006213922688040747
43;Heureusement que sur le net il y a des tutoriels parce que le moins qu'on puisse dire c'est débrouille toi avec ce qu'on te vend...De la part d'une si grande marque c'est pauvre, (mais pas le prix) !;0.00023622094027083657;0.03498529857056797;0.00024274587659901809;4.291674124261416e-05;0.0;0.0007184259195678671;0.0004865411509424238;0.0003003073615024044;0.001180400818145334;0.0004402757323234259;1.4701839498535946e-05;0.0009026004393332335;0.0;0.005433554925772184;0.003584127342482221;0.0022305257045419783;0.014609318995458117
44;Efficacité prouvée grâce à ma fille, venue pour me conseiller, et à qui j'ai offert le deuxième produit.;0.00010135829371027363;0.0010183523735861604;0.00024036225323202084;0.001841662640326653;6.929630693269615e-06;0.0011218434331002126;0.0009899878856820135;0.0;0.003248651463950633;0.0006724180901286367;0.002703190939257025;0.0;0.001600064016527206;0.005466419768299011;0.0037231136140254396;0.0029446708572558626;0.006328392661960228
45;J'ai les cheveux courts;0.00024736811340200825;0.0003018675346329143;0.0;0.0;0.0;3.2221880567233105e-05;0.0;0.0;0.002886425048248131;0.0027239929493650256;0.00014577133455182125;0.0;0.0017393280710539286;0.0007393981404842368;0.0077615203655475975;0.0013667462846250354;0.0011476158138247785
46;Je cherchais une cire qui tienne mes cheveux, ne les rendent pas gras, ni d'effet mouillé et que je puisse resculpter;0.0008465207250367176;0.00018650060535552602;0.00411998852285999;0.012155411345270763;0.0;0.001271736888966961;0.0011580273097798598;0.0;0.010164407616480794;0.002254048054442942;0.0;0.0;0.005640135180809735;0.0;0.002775644081324591;0.010735581815888583;0.00039897074488490426
47;Cette cire fait son office, j'en ai essayé plusieurs et c'est la seul qui arrive au niveau de L'Oréal adixion pour homme qui n'existe plus;0.00012451319044673348;0.0005797364646149736;0.0016579476284874866;0.0010092850800670395;6.711548913193654e-06;0.0009389889990856195;0.002508118742835552;0.0;0.006675457890510579;0.0013851176374151965;0.0012791027486064813;0.001694796555559612;0.004264609292178531;0.00849061109608371;0.002658501031879412;0.00488711760675604;0.020026600929500468
48;J'en ai même acheté plusieurs pots vu mon niveau de satisfaction;7.153551600138184e-05;0.0015202717321719439;0.00021669329637464624;0.0;0.0;0.0009819331975574738;0.0;0.0011238928816347882;0.004634062071405094;0.0008519266902098649;0.0007076063138138933;0.0006684950234002233;0.004502038767160079;0.0005305282617881391;0.006244276049913091;0.0018095768257964347;0.01584973455016178
49;J'ai testé plusieurs palettes correctrices et j'ai fini par acheter celle-ci pour atténuer mes rougeurs et ma couperose.;0.00026046495796166807;0.0008774257002082806;0.0;0.0007743242174292834;0.0;0.00046986623826673316;0.00013146764166762888;0.0007802842093872523;0.003941246941074518;0.0021386567676404213;0.003844944231237279;0.0;0.0014908481144984822;0.0009655724891663057;0.005005814000547461;0.0005677318167487971;0.01098385652432605
50;Certains se plaindront du manque d'un pinceau, mais je trouve cela superflu et l'application au doigt plus intuitive et facile pour travailler la texture.;0.0;0.0;0.0;0.0;0.0;0.0;0.0004041617972225715;0.0;0.0;0.0;0.0;0.0;0.08945024654537125;0.0;0.09078662093621047;0.0;0.0
51;J'ai un meilleur rendu et fondu avec un application au doigt plutôt qu'avec le pinceau, j'ai principalement appliqué le vert, les autres couleurs étant difficile à appliquer pour moi puisque je dois en mixer plusieurs pour pouvoir atténuer mes cernes. Je pense que les teintes ne sont pas adaptées à ma carnation,j'aurais besoin d'un anti-cernes plus jaune. Après application de mon fond de teint, le correcteur ne se perçoit pas et c'est le plus important qu'il camoufle les imperfections sans être visible.;0.0005976499433985455;0.0004864111851677288;0.0;0.013966380073168737;0.0004142116475787689;0.0001788994328451669;0.0005434218608436984;0.0;0.0032728107289943307;0.0004888831429397015;0.014332319036071451;0.0003953445428784101;0.0005723520830927361;0.004893468647856424;0.08316062477697311;0.0029778033585702727;0.00015881699958453677
52;Livraison express comme d'abitude .;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.497630253327793e-05;0.0;0.0;0.0;0.11395710521816839;0.0;0.0;0.0;0.0;0.0
53;petit prix .;0.0;0.1388789082496999;0.0;0.0;0.0;0.0;0.0;0.0;0.0013986314803289567;0.0;0.0;0.0;0.006449729172971988;0.017500871179464608;0.007206105350289437;0.0;0.011184000663784026
54;Bon shampoing pour déjaunir les cheveux mechés.;0.0;0.0005323622880424365;0.0;0.0;0.0;0.0;0.00039772245418896214;0.0;0.0005942242012298807;0.0010909485167300316;0.00295089976338005;0.002170653326689169;0.0;0.0035910433732302435;0.0;0.0;0.0
55;pratique avec sa pompe;0.0;0.00019602043907820897;0.0027801278518568453;0.0;0.0;0.0;0.0018078851111624713;0.0;0.0020318607892526423;0.0;0.0;0.003055747204525813;0.0027961881885352523;0.0;0.06546444394069148;0.0;0.010124071362022515
56;satisfaite de mon achat;0.0;0.001397898693156606;0.0;0.0;0.00533668143413661;0.21676703617650037;0.0005880967053075216;0.0009723361832542658;0.0;0.00015805802715623127;0.0;0.0019205864674309095;0.0;0.0;0.0;0.0;0.008334140776434656
57;Très bonne gamme, parfum doux et nourrit vraiment très bien le cheveux, je ne trouve pas mieux depuis ou sinon à chaque fois que j’ess Je reste déçu et reviens vite à ce masque;0.00044983004503060297;0.0;0.0004168243122315483;0.0016132379445632026;0.00036615024853226826;0.0;0.0;0.08413678614266477;0.001794048581283938;0.0002810921807068463;0.0;0.0;0.0;0.11528613740585375;0.0;0.009682009976175333;0.002735207535414648
58;Mascara allongeant qui tient toutes ses promesses. Noir intense. Brosse fine à pivots. Ne fait pas de paquets. Joli packaging.;0.0005704739093416631;0.0;0.0018989039457668047;0.000589791806711345;6.508377040342043e-05;0.0;0.0016158208997010255;0.0;0.0006825029541467839;0.0;0.019265080329302714;0.0006147347436084184;0.00012763968489198511;0.0;0.019536503936622592;0.002590630317424716;0.014312826679476793
59;très bon produit ! rien à dire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Première utilisation, une très petite quantité suffit pour se coiffer! (J'en ai mis trop ^^);0.00025616722854901453;0.007539211337350072;0.0042414324790627;0.0;0.00016832089948177413;0.0;0.0;0.0066591745933669375;0.0021181357890973215;0.0;0.0;0.0;0.003349814027020123;0.01370621659344794;0.11997038654394257;0.004805281341357815;0.0028297851556133885
61;Bonne tenue et comme annoncé, sans résidus, ne colle pas! Impeccable! Je le recommande !;0.06409825627433481;0.0019680283819397907;0.0045675766689935535;0.00012717979512714007;0.0;0.0;0.00016790434122402717;0.0;0.0007640109336991703;0.00028347112511981125;0.0011058546039207314;0.005703067281545851;0.0007648431473794803;0.0;0.012829331885364025;0.0010741307540640486;0.0013713922723575557
62;Bonne tenue des cheveux mais ne colle pas.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;Très facile à utiliser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26003530271430536;0.0;0.0;0.0;0.0;0.0;0.25029474786782857;0.0;0.0
64;Achat conforme.;0.0;0.0014058210111452816;0.0;0.00022211118626443304;0.20720406702661007;0.013477016976165079;0.0005159788061208449;0.0013626148132089007;0.0;0.0006441630363161695;0.0;0.0026201613294388757;0.0;0.0;0.0;0.0002710213805855506;0.010293703746332282
65;Juste parfait;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;Il sent bon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Il est grand !;0.0;0.003376424861264485;0.0;0.0;0.0;0.0009638778527831655;0.0013021172900967981;0.0025077722691038253;0.002612229259125884;0.003746828026926487;0.0;0.0;0.0;0.00703920406798288;0.013295280524428375;0.0;0.021289710237147316
68;Le pot dur assez longtemps avec un lavage quotidien! Protégé parfaitement  les cheveux;0.00036783334090605916;0.0011425451570143458;0.0025690633205620933;0.0019125409427461512;0.0006248643552709671;0.0010766537970441385;0.0;0.0004373197793269755;0.0036721277406636917;0.0031251501740500267;0.01700031912045435;0.0018228477799660167;0.000975896104539132;0.005138715463470892;0.007147004904549871;0.0025558806489794548;0.0015637510059079709
69;-Re-Pigmenter les cheveux selon sa couleur naturelle....;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19517257164472973;0.0;0.0;0.0;0.0;0.0;0.0
70;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;J'avoue qu'avant d'essayer le produit je n'étais pas convaincu ... D'autant que cela n'étais pas évident puisque la notice donne quelques contre indications... dont une qui me concerne ...les cheve;0.0;0.0001724943294039611;0.0;0.0021725461719594398;2.3532046293665696e-05;0.0006293789629982778;0.00043196893568824983;0.0001509778247521697;0.0013678987622736222;0.0002512557957464788;0.0059217895375356;0.00024420951810081253;0.001213668470735427;0.005341209910218772;0.0014903320578701737;0.0038613036711190036;0.014405855167121989
72;il avait arreté la vente au supermarché et il était les mieux placé niveau prix, bon il on repris en supermarché et là par contre ce n'est plus avantageux de le prendre en ligne;0.00031234578182692775;0.029223372159627184;1.0842553833582979e-05;0.00012837260928903657;0.0;0.0005288645740978151;0.0005554510314166916;0.00011882400733581593;0.0022197331850902597;0.00018075661549231203;0.002527547546079938;0.0006310447137108724;0.0023662161244641213;0.0044201164586074575;0.0041127164263044065;0.002159995743816938;0.0056896124917039355
73;rien à dire sur la qualité prouvé de ce produit pour se faire des yeux de biche;0.00018050661911804303;0.0;0.0;0.0;0.0;0.0;0.10206173386772094;0.0;0.0;0.0;0.0037191355439962527;0.0;0.0;0.0;0.003465931637216012;0.0;0.0
74;ce produit et tous a fait se que j'attendais,  ayant pris le meme produit au coiffeur est l'ayant payé plus cher , je recommande le produit.;0.0003485119273482432;0.0026098978660952865;0.00017526373905251354;0.00048671008685978554;0.002708323469916865;0.0009988404776235112;0.0008090686639138612;0.0;0.005076671689483166;0.00124219574300414;0.00920206014974323;0.00316979061518425;0.0021881894726722014;0.00709772086263271;0.00824602684615503;0.0008572080323676337;0.01461874991934455
75;le seul petit  b-mol c'est que ce shampooing a tendance à bleuir légèrement les mains lorsqu'on l'utilise mais ça part rapidement sinon y a pas mieux pour déjaunir! parole de coiffeuse!;0.0004414554254235138;0.003521762761261383;0.0009583980049581888;0.0032636283247649937;0.0002668808681828763;0.0030110429128212394;0.0;0.0;0.0068825191823041545;0.000528746489927614;0.005849371860725536;0.0012342078455504142;0.003160311022595685;0.03765419796739047;0.0019086339646683036;0.0032467784593141528;0.03519604271770225
76;Acheté en une si généreuse quantité , calculez à combien ce produit vous revient s'il est acheté chez un coiffeur ( introuvable ailleurs en petite quantité ) , vous aurez vite compris que chez AMAZON , il n'y a pas mieux rapport qualité/prix ,avec envoi rapide et soigné.;0.00027140150483751093;0.04994842632479299;0.003443145729791196;0.0;0.0;0.0004365322582755808;0.04616754532421047;0.0015401969096940854;0.007294268053482777;0.0006241995877971126;0.0;0.07201651064211312;0.0018103372531876178;0.006699044586602718;0.009819296234895358;0.007861496624786125;0.021371998175646667
77;Livré rapidement et tout à fait conforme au produit acheté précédemment en salon.;0.0;0.001904220845121422;0.0;0.0010628208390559338;0.09994180180852405;0.0006657540193719359;0.0;0.0007102342289439678;0.0036860501253632803;0.00021134859906295737;0.0;0.00012514365674306898;0.0;0.0;0.0036396884858213487;0.0029927668922250026;0.05905591766358896
78;L'hydratation et la nutrition font de se produit un best-seller à avoir absolument pour reconstruire parfaitement les fibres capillaires.;0.00033090914576076603;0.00023235347877804784;0.0011974728414764991;0.0019930268222653775;0.0005563332859475461;0.00012287280403762362;0.0;0.0;0.0002430677297193065;0.0;0.0061863290706253155;0.0005084495725062764;0.0013242385043712296;0.002298516424970852;0.0012069292897990266;0.0018208667304026548;2.6653636984498084e-05
79;Je recommande fortement.;0.13496360063954668;3.220087772496861e-05;0.0;0.0;0.0;0.0;0.0009826696038036256;0.0;0.0;0.0008532800100443328;0.0;0.0;0.0;0.0;0.0;0.0;0.0014115850183014356
80;mon coiffeur me l a conseillé pour mes mes mèches;0.0009291988052729548;0.0038135131799525526;0.0;0.0012208696028027323;0.0002612864909926088;9.205403778079223e-05;0.0020734117840048418;0.0;0.013209845003692862;0.0014002450342209798;0.0201411573880003;0.008609734333970267;0.004644382883020164;0.012437502068509016;0.0023575574778127283;0.005530601128778822;0.013679790781275404
81;j en suis ravie mes cheveux restent beaux et blonds clairs;0.0012284609459545348;0.000647675054994268;0.0;0.0;0.0005000838546137381;0.0007838109005795528;0.0;0.0003643838202130742;0.004826120622380639;0.006255797954323547;0.025020289642505664;0.00040178253219178353;0.0;0.008961875688696304;0.0;0.0;0.008890049133068503
82;Assez difficile à réaliser seule.;0.000150192596471633;0.000852960651080688;0.0;3.21529636187137e-05;0.0;0.0007308712038082057;0.0;0.0;0.0002867837573369038;0.0012664984266134599;0.000603273671936688;0.0;0.0016025163191828074;0.0013761401332445388;0.0045133104778077296;0.0024605336286096214;0.0016743353035672199
