;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
20;"prix compétitif,...facile d’application... plus d'un moi de traitement....je l""ai testé et dès qu'il est fini je repasse  une commande.";0.00023693461278253238;0.038591251275595005;0.000533077766545824;0.0;0.0008216894660192406;0.00032938422046866877;7.480409482165746e-07;0.0;0.0;0.0;0.0;0.0014951569493873614;1.3963222465847093e-05;0.0027881824562206925;0.11162651465358361;0.006211592707068744;0.0;0.012290223512533964;0.0028900489139884263;0.0;0.0;0.0010970866274590502;0.00042875838758051315;0.0
21;Merci;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;Shampooing en format salon, dommage que la pompe ne soit pas livrée avec, j'ai du transvaser dans un contenant plus petit. Il laisse une odeur agréable sans être trop forte ou persistante, mousse bien et se rince facilement. J'utilise moins de quantité qu'avec un shampooing de grande surface donc c'est un très bon rapport qualité prix au final.;0.0;0.04509570797937429;0.053772516886109886;0.0;2.6598869648742208e-05;0.0;7.026665699122302e-05;0.0010128642338181229;0.0595751817483526;0.0;0.0;0.0;0.003599401265514159;0.0;0.0;0.077675570740074;0.002612576368440455;0.0;0.0;0.0;0.04562074914117092;0.0;0.0;0.0
23;Bonjour,;0.0006074037487662925;0.0;0.0;0.00011331669606200607;0.0;0.0;0.0;0.0;0.0005512506941738711;0.0;0.0034734456501330025;0.0;0.0;0.0;0.0;0.0;0.0;0.0035807268857424805;0.0007621095034527351;0.010411792772976176;0.0;0.0;0.0027479639285755532;0.0
24;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;"assez déçue. Ce n'était pas une plume fine comme je l’espérais mais un feutre. Donc moins précis .. par ailleurs, le noir est trop ""noyé"", feutré, dilué.... pas épais et de ce beau trait ""black"" qu'on aime lorsqu'on surligne et prolonge nos regards.";0.00012753942457224542;0.0;0.0003627489218633857;0.0;0.0;0.000283151980623207;0.00031814241049360904;0.0;0.00024115513874922416;0.0006584851241123399;0.005096971664197708;0.0008972640332812817;0.0028960269813581106;0.0;0.006226348762194858;0.006649934512627646;0.0011622038169825347;0.002020551922338441;0.0021178664982813154;0.0014445223016771674;0.002286103873859398;0.0;0.0;0.008291689680249405
26;Mais, je pense que d'autres utilisatrices sauront l’apprécier.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003220301506856224;0.0013830670865785683;0.0;0.0;0.0001465612460245793;0.0012560810662104193;0.0;0.0;0.0;0.0;0.0003267574711916535
27;Bon produit, redonne douceur aux cheveux mais je le déconseille pour ceux qui ont les cheveux gras, il graisse pas mal le cuir chevelu.;7.529075506533834e-05;0.0;0.0;0.001295231444134152;5.816869323300453e-05;0.0;0.0;0.0;0.0003315400188460921;0.0011062740329772388;0.00021207046367876668;0.0003591321235907417;0.0016986620780381073;0.0005177532209222016;0.0019459061303507656;0.008049623291688497;0.0;0.0;0.0;0.0;0.0;0.12494956898121712;0.0;0.0
28;super contente;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44466836040077773;0.0
29;Je connaissait déjà le produit qui est très bien. Je l'ai recommandé par erreur et renvoyé, j'ai été rapidement remboursé;0.05833292672638644;0.0;0.0;0.0013162413359903908;0.0006097476808890439;0.0013232835024563096;0.0;0.0;0.007708786822824813;0.0;0.0006093951467597932;0.0;0.0010466365848196667;0.0;0.0;0.02731147016669525;0.0017381904093232107;0.03773446677566217;0.0;0.0;0.0;0.000467299394115235;0.0;0.0
30;Excellent produit de qualité professionnelle. Très satisfaite de cet achat. Vraiment efficace et adapté à mes bedoins. Parfait. A conseiller.;0.0;0.00020950977791974013;0.0;0.0012315810376911296;0.0019414680165174534;0.09163410633098713;0.08215411361977287;0.00039712479661797715;0.0009638555985704737;0.11634703597544263;0.0;0.0006624903884702914;0.0004078780352309074;0.003396482378274088;0.0;0.0073734102204786635;0.0009477375623154132;0.0;0.0;0.0;0.0;0.0014179696955576723;0.016450203273334425;0.0
31;Produit avec une bonne senteur qui hydrate et illumine la chevelure instantanément et reste léger et non gras. Je le recommande hautement.;0.05142093989919911;0.0002900423560383999;0.0026939092070498026;0.00944859991215628;0.0;0.0019823801192475274;0.00048209671849043365;0.0006716369146643721;0.0;0.0;0.0;0.0;0.0009407324401964648;0.0;0.0039388511411190584;0.0;0.0011680732615994961;0.0;0.0;0.0;0.001320044760025533;0.12217703658777412;0.0;0.011427757889122666
32;Effet anti âge et revitalisant sur une peau mature hydrate et assoupli la peau;0.00019515879802190465;0.0;0.0003738333449281802;0.1376120090617068;0.0;0.0010724683548514512;0.000494799585683843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00396220436740172;0.0;0.0019090691022255377;0.0;0.0;0.0;0.0;0.0
33;Pour du l Oréal il est de très mauvaise qualité il colle et bave après moins de 2h vraiment je ne le recommande pas du tout pour tester pas mal de produits il fait parti des plus mauvais;0.04785121664110247;1.6582846661609502e-05;0.0022327978047285563;0.00018374281768080097;0.00012242485443648084;0.0009354265598403953;0.06402738431916855;0.0;0.0012425921376168602;0.00038973528983157025;0.0;0.0;0.0016030273971958042;0.004954163833761892;0.0035060401052565203;0.016079825583568127;0.0;0.005619035246409269;0.0002940521932593145;0.0021552940680222296;0.0;0.001597881937007658;0.0;0.002897327027290217
34;Brosse agréable, cils déployés, sans paquets. Odeur agréable. Prix raisonnable.;0.00011688135765493951;0.048729497223282944;0.08887075907037992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012762530757990146;0.0013871407405823847;0.0;0.0;0.0033386416937140405;0.009463984806026962;0.0022977136200503447;0.0;0.017279149995787987;0.0;0.0;0.0;0.0023804005429111544;0.009249783796643232
35;Texture super agréable, j’adore !;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42897720123630456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;Je recommande ce produit que j'utilise depuis longtemps et qui fait son effet de coiffure naturelle sans laque - A essayer sans réserve -;0.06763287757128707;0.0;0.0;0.0;0.0005455752215591702;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02053398571220784;0.0011361162559456693;0.001727244719010222;0.0;0.12366764873981353;0.0;0.0;0.0;0.0
37;Très bon produit ... je l'utilise depuis 6 mois et j'en suis plus que satisfaite ....rapport qualité prix également...livraison plus que correcte;0.0;0.08782023293563399;0.0;0.0;0.0;0.09746867714826182;0.000696110796702891;0.0;0.0;0.0;0.0;0.10938304943704845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13792967196342573;0.0;0.0008609618987086914;0.0;0.0
38;Ce mascara est super. Je l’utiluse Depuis des années. Par contre vous devez savoir que ce vendeur va vous l’envoyer sans blister. Vous allez le recevoir dans une enveloppe toute simple. Cela n’est pas mentionné dans le descriptif.;0.0001256875321094125;0.0;0.0;0.0;8.5379536557446e-05;0.001369838294168959;0.0;0.0;0.005367282169836163;0.0;0.00045771229283032985;0.0032924351074379975;0.0;0.0;0.003108341050087533;0.0;0.0;0.08660374985386132;0.0;0.013071341086571361;0.0;0.0;0.0015603714446800513;0.0
39;Le seul qui ne me fais pas pleurer les yeux et que je supporte et qui est bien noir je recommande je ne prend que celui la;0.06404925925128094;0.0;0.0;0.0;0.0;0.0010570293800299879;0.0006104928687073075;0.0;0.0;0.0;0.006113240837695343;0.0;0.0;0.0002528323445364942;0.008021874661431817;0.006688666984125905;0.0;0.002843750016180058;0.0010019567526427446;0.0004466325059609294;0.0034645304509749;0.0;0.00010512702433203569;0.012421536002919974
40;nan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;j'ai les cheveux vraiment très très sec et ce shampoing les répare très très bien.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010182589306814366;0.0;0.0;0.0;0.0;0.0;0.0;0.2395251681452466;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;obligé de faire une dissertation c relou;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00034315046595520315;0.00042853975616427976;0.0;0.0;0.0;0.00030366987070327674;0.00013580025172784974;0.0;0.0004500944940200795;0.0;0.0;0.00023143872121850429;0.0;0.00022495921764927095;0.00013782517142435884;0.0011461216214144706;0.00010355468609795775
43;Heureusement que sur le net il y a des tutoriels parce que le moins qu'on puisse dire c'est débrouille toi avec ce qu'on te vend...De la part d'une si grande marque c'est pauvre, (mais pas le prix) !;0.0;0.03024785226074765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00045035855191292496;0.0;0.0;0.0;0.06323656749731664;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44;Efficacité prouvée grâce à ma fille, venue pour me conseiller, et à qui j'ai offert le deuxième produit.;8.415265872517046e-05;0.0002080370660298811;0.00024194028744803966;0.0015087028691987453;0.0;0.0009762686896659506;0.0008749357004468417;0.0;0.0017416603090106703;0.00043333337267179137;0.0014946983105485218;0.0;0.0011302308470462505;0.003282068716182029;0.0031581715773227556;0.01272489757199325;0.00283125684357348;0.0016714289814299833;0.0007710697979261936;0.0030436046709286413;0.0008103729556418136;0.0009117232854169071;0.0006527135211665243;0.00033063974262311695
45;J'ai les cheveux courts;0.00016497546009770796;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001849327267021284;0.0025203500131934383;0.0;0.0;0.0012053724944147914;0.0;0.004061415586613424;0.0075345157068516305;0.00068015014319161;0.0;0.0026669097490807977;0.0007379665993954078;0.0;0.0;0.0;0.0019999793068171587
46;Je cherchais une cire qui tienne mes cheveux, ne les rendent pas gras, ni d'effet mouillé et que je puisse resculpter;0.0;0.0;0.0;0.0;0.0;0.0009687373093123996;0.0007633274840302422;0.0;0.006147827273391403;0.0;0.0;0.0;0.0;0.0;0.0;0.0034642266257881612;0.0;0.0;0.0;0.0;0.0;0.1558671137842024;0.0;0.0021017047905765923
47;Cette cire fait son office, j'en ai essayé plusieurs et c'est la seul qui arrive au niveau de L'Oréal adixion pour homme qui n'existe plus;0.0;0.0;0.001133371638062113;0.0005911994313903827;0.0;0.0007327400218905191;0.0018921001548371874;0.0;0.004736408499841218;0.00102405296433755;0.0;0.0015570642644641259;0.002441216663311346;0.003492435139288514;0.0;0.02737759365528574;0.0031648716797394207;0.006442054138658724;0.0014322392412848405;0.0007471961617279169;0.001420760193946509;0.009554552708977268;0.0031617393285556677;0.0017861151987489993
48;J'en ai même acheté plusieurs pots vu mon niveau de satisfaction;0.0;0.0;0.00011830909900537201;0.0;0.0;5.299395541545879e-05;0.0;0.0005986905301862192;0.00037770121943392826;5.632855265795643e-05;0.0;7.46254877111914e-05;0.0034701469294371825;0.0;0.0005859677518318789;0.03283356290432298;0.0004557968478240316;0.0;0.0025443764888005505;0.0010169338873337555;0.0;0.0;0.0031851778242071565;0.0
49;J'ai testé plusieurs palettes correctrices et j'ai fini par acheter celle-ci pour atténuer mes rougeurs et ma couperose.;9.092847880985585e-05;0.0;0.0;0.0005606436859036931;0.0;0.0;1.8466626627507815e-06;0.0004419503449806279;0.0008946502104369981;0.0014793315381720388;0.0020768199894246986;0.0;0.0008048338646939911;6.612210504103932e-05;0.000432514795331525;0.024672347799345566;0.0;0.00031605540625563626;0.0015728188504206615;0.0005044186462850558;0.0007168600754634596;0.000149302812903824;0.0010877326514635325;0.00032283740707894984
50;Certains se plaindront du manque d'un pinceau, mais je trouve cela superflu et l'application au doigt plus intuitive et facile pour travailler la texture.;0.0;0.00045111808210270937;0.0003500912256042184;0.0;0.0;0.0;0.000616428190988551;0.0;0.0;0.0003014293958713277;0.002483792422207987;8.864176459139533e-05;0.08774957962295589;0.0;0.0940538265284228;0.000496860072659119;0.0;0.0;0.0;0.0037948782551976193;0.0;0.0019095303408525393;0.0;0.0
51;J'ai un meilleur rendu et fondu avec un application au doigt plutôt qu'avec le pinceau, j'ai principalement appliqué le vert, les autres couleurs étant difficile à appliquer pour moi puisque je dois en mixer plusieurs pour pouvoir atténuer mes cernes. Je pense que les teintes ne sont pas adaptées à ma carnation,j'aurais besoin d'un anti-cernes plus jaune. Après application de mon fond de teint, le correcteur ne se perçoit pas et c'est le plus important qu'il camoufle les imperfections sans être visible.;0.0003394807188351002;0.00017295370902950904;5.362222365096661e-05;0.011933671722489353;0.000259019196018821;0.00030354067679365;0.0006117202259095015;0.0;0.002368349953550832;0.0006930055638978956;0.0051462466593439;0.0010654788178403973;0.0009417667543470019;0.004271649521612193;0.06981152082072353;0.008428769484869302;0.004974146651511748;0.00034541241818294174;0.007485532151170122;0.006154461579826112;0.001457637526701617;0.0;0.005137473169216019;0.0321623723251455
52;Livraison express comme d'abitude .;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.007237147723718e-05;0.0;0.0;0.0;0.11559650674337861;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;petit prix .;0.0;0.119246411024658;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1640933883636243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;Bon shampoing pour déjaunir les cheveux mechés.;0.0;0.0005351126054464783;0.0;0.0;0.0;0.0;0.0003620435253728489;0.0;0.0;0.0008472634982260544;0.0018416220813776696;0.0017294064478507074;0.0;0.0004759243996545266;0.0;0.0;0.0;0.0;0.0029877618318947894;0.007353918179932675;0.0;0.0;0.0;0.0
55;pratique avec sa pompe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011184341009535985;0.0;0.0;0.0008369442173617484;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3244336745429939;0.0;0.0;0.0
56;satisfaite de mon achat;0.0;0.0014371036220555081;0.0;0.0;0.00524530905390562;0.21252680414672506;0.0006966916542486742;0.0004138440051245131;0.0;0.00015501217139618305;0.0;0.002507874939084261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001691844126311536;0.0001751627416802411;0.036940680813083764;0.0
57;Très bonne gamme, parfum doux et nourrit vraiment très bien le cheveux, je ne trouve pas mieux depuis ou sinon à chaque fois que j’ess Je reste déçu et reviens vite à ce masque;0.0005687817056220115;0.0;0.00031768081387446916;0.000527691514154171;0.0002747638982642517;0.0;6.304295066120345e-07;0.08705141775396953;0.002929885255511324;0.0007769535750819369;0.0003322924450820632;0.00021450753451404667;0.0;0.11217862863142875;0.0;0.0057351104917926785;0.01078613393201074;0.0035949488917642576;0.0022853878958477175;0.004717425241038751;0.0014967899879139797;0.013669088136819437;0.0;0.003072442849360098
58;Mascara allongeant qui tient toutes ses promesses. Noir intense. Brosse fine à pivots. Ne fait pas de paquets. Joli packaging.;0.0004894722213755482;0.0;0.0012003434919141082;0.0009186148884614098;0.00010914532899815307;0.0;0.0011996836657782437;0.0;0.0004139047296170286;0.0;0.01216197371403007;0.00033639103438250613;0.0;0.0;0.007446331961732756;0.006988394032792907;0.001913893680666188;0.006186522101668152;0.0068971348890480245;0.0;0.0266726218170939;0.0;0.0009932310280107034;0.011801831833503692
59;très bon produit ! rien à dire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Première utilisation, une très petite quantité suffit pour se coiffer! (J'en ai mis trop ^^);0.0;6.755532934509271e-05;0.0033006489932226415;0.0;0.0;0.0;0.0;0.006913114932290315;0.0;0.0;0.0;0.0;0.0;0.0;0.07920618094003175;0.08623878258126895;0.0002615385603545451;0.0;0.029889542586435346;0.0;0.013985163466117665;0.013223320758705985;0.0;0.0
61;Bonne tenue et comme annoncé, sans résidus, ne colle pas! Impeccable! Je le recommande !;0.06350941658615694;0.0016836474039638137;0.0043206555960026045;0.0;0.0;0.0;0.00016612073657275447;0.0;0.0005512034662447194;0.0;0.0;0.004937818466308416;0.0003709270212754611;0.0;0.007882478298329873;0.00046417288946210244;0.0006306807446508258;0.0016654856096367566;0.006780254717546442;0.0027147670140977073;0.0;0.005428618488968813;0.0002334711857462705;0.006433063128779573
62;Bonne tenue des cheveux mais ne colle pas.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;Très facile à utiliser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26703237725848883;0.0;0.0;0.0;0.0;0.0;0.27564214162810086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;Achat conforme.;0.0;0.0012545726138965376;0.0;0.0;0.19559644156904002;0.01269932057325993;0.0006341837274691512;0.0007303492784379336;0.0;0.00044530742228691457;0.0;0.002910042485530858;0.0;0.0;0.0;0.0;0.0002850641631018374;0.0;0.0;0.00030704808925450123;0.0018639148607112266;0.0009521831104659217;0.03796280271780731;0.0005836403276396618
65;Juste parfait;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;Il sent bon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Il est grand !;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11849410425650403;0.0;0.0;0.0;0.0;0.0018907268017893024;0.0;0.0;0.0
68;Le pot dur assez longtemps avec un lavage quotidien! Protégé parfaitement  les cheveux;0.00011527164034914944;0.0;0.0018845785625318768;0.0013247864229824955;0.0002789496896346705;0.00010731553326865738;0.0;0.00027074111980261793;0.001097049713340817;0.002777191331022616;0.009797978262791168;0.0017416926137167334;0.0006323906829739113;0.0;0.0013156553306560054;0.014248664242754502;0.0011536725464249846;0.0;0.004011812095341357;0.015470635420944725;0.0004106788669833176;0.0035973573148680394;0.0009170953050139112;0.010384421626294023
69;-Re-Pigmenter les cheveux selon sa couleur naturelle....;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18393451891316615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
