;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
20;"prix compétitif,...facile d’application... plus d'un moi de traitement....je l""ai testé et dès qu'il est fini je repasse  une commande.";0.00021066194457509979;0.03882376244153398;0.000572107939327055;0.0;0.0008161854251807865;0.00027164549093371517;0.0;0.0;0.0;0.0;0.0;0.0014331591669680286;5.1220414705086515e-05;0.002276638584211891;0.10907348731250138;0.00667318024809234;0.0;0.011147358882511154;0.002084738909310116;0.0;0.0;0.0014012221542092022;0.00033587812208997855;0.0006126892771947453;0.0
21;Merci;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;Shampooing en format salon, dommage que la pompe ne soit pas livrée avec, j'ai du transvaser dans un contenant plus petit. Il laisse une odeur agréable sans être trop forte ou persistante, mousse bien et se rince facilement. J'utilise moins de quantité qu'avec un shampooing de grande surface donc c'est un très bon rapport qualité prix au final.;0.0;0.048700360204019945;0.05394971953120967;0.0;0.00035596270292141035;0.0;0.00040930832221693563;0.0013921483140694956;0.060966872724369445;0.0;0.0;0.0;0.004576046728955609;0.0012078351130372404;0.0;0.027607883143950487;0.004019978915157088;0.0;0.0;0.0;0.05205757978892773;0.0;0.0;0.020587519566548952;0.0
23;Bonjour,;0.0006150024625726567;0.0;0.0;0.00025247948860780076;0.0;0.0;0.0;0.0;0.0005704513401419614;0.0;0.0033654922558814695;0.0;0.0;0.0;0.0;0.0;0.0;0.003247376994669005;0.0006907988263203901;0.009780351816134602;0.0;0.0;0.0027484558229672507;0.0;0.0
24;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;"assez déçue. Ce n'était pas une plume fine comme je l’espérais mais un feutre. Donc moins précis .. par ailleurs, le noir est trop ""noyé"", feutré, dilué.... pas épais et de ce beau trait ""black"" qu'on aime lorsqu'on surligne et prolonge nos regards.";0.00012012648106569047;0.0;0.0003777203939434526;0.0001590258564764945;0.0;0.0002959629655842148;0.0003140920741152139;0.0;0.00024634877192661895;0.0006564090254221589;0.004856221141327675;0.0009049876365843014;0.0029149134114598;0.0;0.006301302590679118;0.004730044555450993;0.0011409390202561753;0.001815783960563078;0.0017981324921632943;0.0014350341949447615;0.00245752129214234;0.0;0.0;0.0022097368909142975;0.007863761237617983
26;Mais, je pense que d'autres utilisatrices sauront l’apprécier.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0029385023717963493;0.0010305998050930826;0.0;0.0;8.737054163780036e-05;0.0009812968740031947;0.0;0.0;0.0;0.0;0.0018144552352346575;0.0
27;Bon produit, redonne douceur aux cheveux mais je le déconseille pour ceux qui ont les cheveux gras, il graisse pas mal le cuir chevelu.;8.461540143606175e-05;0.0;0.0;0.001595457258186953;0.00010075637529205524;0.0;0.0;0.0;0.0006166830475602418;0.0011184835420007227;0.00031046332484094025;0.000445536290821756;0.001956251597596118;0.0005607833284496254;0.0024012159801950657;0.0042288470913935585;0.0;0.0;0.0;0.0;5.017965803691884e-06;0.11990722102398979;0.0;0.0;0.0012657523254108894
28;super contente;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42577636836163896;0.0;0.0
29;Je connaissait déjà le produit qui est très bien. Je l'ai recommandé par erreur et renvoyé, j'ai été rapidement remboursé;0.057948788234564425;0.0;0.0;0.0016306284789182948;0.00029299173496747044;0.0007812204554053441;0.0;0.0;0.005776161838708648;0.0;0.0;0.0;0.0006321681128855651;0.0;0.0;0.03446943102475183;0.0014055513651665557;0.03367226865229949;0.0;0.0;0.0;0.0002800252351676593;0.0;0.0;0.0
30;Excellent produit de qualité professionnelle. Très satisfaite de cet achat. Vraiment efficace et adapté à mes bedoins. Parfait. A conseiller.;0.0;5.4907100803701874e-05;0.0;0.0013279019248212853;0.001858964829301282;0.09074130770781919;0.08151382098813104;0.0002920310079288082;0.0005883671116219375;0.11599710910742123;0.0;0.000475794779954561;0.00020218629991017786;0.002539074723963042;0.0;0.012517745515276109;0.0003566359679657623;0.0;0.0;0.0;0.0;0.0009739672123813329;0.014882367270483842;0.0;0.0
31;Produit avec une bonne senteur qui hydrate et illumine la chevelure instantanément et reste léger et non gras. Je le recommande hautement.;0.05135658974061647;4.4426012278925914e-05;0.002536509283427318;0.00884515743083005;0.0;0.0018538824830779134;0.0004813441295404877;0.0007649194191093122;0.0;0.0;0.0;0.0;0.0005361736879218601;0.0;0.002131794094514417;0.0;0.00100622862522998;0.0;0.0;0.0;0.0;0.11372582226261801;5.51274793275106e-05;0.02017666941528049;0.003754974271166344
32;Effet anti âge et revitalisant sur une peau mature hydrate et assoupli la peau;0.0002499641469438729;0.0;0.00045271618574443213;0.13749725048735734;0.0;0.0010883435141820618;0.0005170615442338372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00393138241390031;0.0;0.0014394729593570975;0.0;0.0;0.00017883386233408973;0.0;0.0009635728819990998;0.0
33;Pour du l Oréal il est de très mauvaise qualité il colle et bave après moins de 2h vraiment je ne le recommande pas du tout pour tester pas mal de produits il fait parti des plus mauvais;0.04770020543405045;0.0003038433322668488;0.0021750435607626475;0.00031145715930774534;0.00011351143883557272;0.0008605522646651719;0.06359438928479216;0.0;0.0013506109009006294;0.0003220309558512166;0.0;0.0;0.001762229326035124;0.004277507376122851;0.0032145666555725414;0.011554892342604454;0.0;0.005011932123529565;0.00014164451202877893;0.0013569814560627285;0.0;0.0015829100288487629;0.0;0.007908594997448344;0.002495457293941805
34;Brosse agréable, cils déployés, sans paquets. Odeur agréable. Prix raisonnable.;0.00018632999333793724;0.04941320103074415;0.08876262323975524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005571666782196598;0.0016959935905470243;0.0;0.0;0.004366993957150527;0.0;0.0031709447161883484;0.0;0.016072749410280467;0.0;1.321713197241687e-05;0.0;0.003896368511802846;0.0;0.011631643450767174
35;Texture super agréable, j’adore !;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42443395101627884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;Je recommande ce produit que j'utilise depuis longtemps et qui fait son effet de coiffure naturelle sans laque - A essayer sans réserve -;0.06753393922730178;0.0;0.0;0.0;0.00045694733520284354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021458188578553795;0.0004989331277203277;0.0003929780069087342;0.0;0.11580369575072905;0.0;0.0;0.0;0.0;0.0006150335224363291
37;Très bon produit ... je l'utilise depuis 6 mois et j'en suis plus que satisfaite ....rapport qualité prix également...livraison plus que correcte;0.0;0.08800347765454596;0.0;0.0;0.0;0.0967601992359425;0.0007689746783276536;0.0;0.0;0.0;0.0;0.10812877806774548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1288161119504924;0.0;0.0008353126722991044;0.0;0.0009075083248711993;0.0
38;Ce mascara est super. Je l’utiluse Depuis des années. Par contre vous devez savoir que ce vendeur va vous l’envoyer sans blister. Vous allez le recevoir dans une enveloppe toute simple. Cela n’est pas mentionné dans le descriptif.;0.00014569674491480495;0.0;0.0;0.0;0.00010008472316372438;0.001379143333626665;0.0;0.0;0.005363838902722987;0.0;0.0003942796292754952;0.003250163467323558;0.0;0.0;0.003166039851318726;0.0;0.0;0.07990060703523161;0.0;0.012363846628802654;0.0;0.0;0.0015988144258666027;0.0;0.0003499751189839094
39;Le seul qui ne me fais pas pleurer les yeux et que je supporte et qui est bien noir je recommande je ne prend que celui la;0.06392250146311822;0.0;0.0;0.0;0.0;0.0010088551526325614;0.0006459740362721706;0.0;0.0;0.0;0.005537660097343019;0.0;0.0;0.0;0.008252040714894977;0.005782446363728712;0.0;0.00262729217959926;0.0004613762140252785;0.0003675569862606763;0.003391120767077341;0.0;2.323683451847158e-05;0.004440326861595606;0.01070545325213153
40;nan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;j'ai les cheveux vraiment très très sec et ce shampoing les répare très très bien.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010259716360387127;0.0;0.0;0.0;0.0;0.0;0.0;0.2375497910657401;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;obligé de faire une dissertation c relou;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003444702488854386;0.00043021527357361733;0.0;0.0;0.0;0.00029634988137181733;0.00012730045843837483;0.0;0.00017692722758043497;0.0;0.0;0.00013562935153500977;0.0;0.00020372840764950237;6.876034551199868e-05;0.0011060949667417875;0.0006328597401785527;0.0
43;Heureusement que sur le net il y a des tutoriels parce que le moins qu'on puisse dire c'est débrouille toi avec ce qu'on te vend...De la part d'une si grande marque c'est pauvre, (mais pas le prix) !;0.0;0.03122964696181081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000411567035091231;0.0;0.0;0.0;0.053192913462203534;0.0;0.0;0.0;0.0;0.000583670738847868;0.0;0.0;0.0;0.0
44;Efficacité prouvée grâce à ma fille, venue pour me conseiller, et à qui j'ai offert le deuxième produit.;3.893244069430774e-05;0.0002941351587925241;0.0002565991361082273;0.0017898440201223429;0.0;0.0007842272725220828;0.000826179608115971;0.0;0.0014111291990371788;0.00021893579775522127;0.0010060189534167683;0.0;0.0009864645430784945;0.002629025774985542;0.0031014819634182953;0.0160236033463283;0.0023780404413848728;0.0010666001670066073;0.0005044827717403703;0.0023946267741482333;0.0004538359872379817;0.0006453442868471996;7.302504496784279e-05;0.0;0.0008876542375989513
45;J'ai les cheveux courts;0.00015140938407796003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001979181688508476;0.0025636706231014134;0.0;0.0;0.0012482273506132769;0.0;0.003962552551608273;0.003934714189119415;0.0009489757734568511;0.0;0.0022920733169176847;0.0008238526381974194;0.0;0.0;0.0;0.002903786192037444;0.00244994357229713
46;Je cherchais une cire qui tienne mes cheveux, ne les rendent pas gras, ni d'effet mouillé et que je puisse resculpter;0.0;0.0;6.243891713712438e-05;0.0;0.0;0.000989109319999314;0.0007138946998624985;0.0;0.0060353242053006045;0.0;0.0;0.0;0.0;0.0;0.0;0.003616224768124845;0.0;0.0;0.0;0.0;0.0;0.1493273842855394;0.0;0.0;0.0034922403207062937
47;Cette cire fait son office, j'en ai essayé plusieurs et c'est la seul qui arrive au niveau de L'Oréal adixion pour homme qui n'existe plus;0.0;0.00015722003655618935;0.00122617030980356;0.0008445910558002436;0.0;0.0006324964633142034;0.0017095986263928574;0.0;0.004335836432585914;0.0008897481073344011;0.0;0.0014990175146637156;0.0024667331465359097;0.0025332122345544323;0.0;0.02701509035540789;0.0026365341906742345;0.004850702115888701;0.0010711318943519928;0.0005656003531805851;0.0015458400426653788;0.009033768046867405;0.0027554124919359213;0.0001450430947480815;0.0026941021512106615
48;J'en ai même acheté plusieurs pots vu mon niveau de satisfaction;0.0;0.00015021286345758778;0.0001512963521488336;0.0;0.0;0.0;0.0;0.000310058306245195;0.0;0.0;0.0;0.0;0.0033849827224864846;0.0;0.0006356638084695687;0.03666287655915684;0.000246442682974761;0.0;0.0011788293213882144;0.0;0.0;0.0;0.001192324265585576;0.0;0.0
49;J'ai testé plusieurs palettes correctrices et j'ai fini par acheter celle-ci pour atténuer mes rougeurs et ma couperose.;0.0;0.0;0.0;8.722965608135193e-07;0.0;0.0;5.561922811079392e-05;0.0002461687979153774;0.0;0.0011896461972295558;0.0015356810778635642;0.0;0.0006709507356300793;0.0;1.0100230554228801e-05;0.024812143170082516;0.0;0.0;0.00034441592048636306;0.0;0.00037845266620792714;0.0;0.0;0.007798490891468208;0.0
50;Certains se plaindront du manque d'un pinceau, mais je trouve cela superflu et l'application au doigt plus intuitive et facile pour travailler la texture.;0.0;0.00037757891087388196;0.000321228914007907;0.0;0.0;0.0;0.0006470134238447958;0.0;0.0;0.00030617487033262524;0.002147503321299173;7.944515125497016e-05;0.08678537448552183;0.0;0.09164653105315158;0.0;0.0;0.0;0.0;0.003531347181465344;0.0;0.0018886618859393703;0.0;0.005411027299220653;0.0
51;J'ai un meilleur rendu et fondu avec un application au doigt plutôt qu'avec le pinceau, j'ai principalement appliqué le vert, les autres couleurs étant difficile à appliquer pour moi puisque je dois en mixer plusieurs pour pouvoir atténuer mes cernes. Je pense que les teintes ne sont pas adaptées à ma carnation,j'aurais besoin d'un anti-cernes plus jaune. Après application de mon fond de teint, le correcteur ne se perçoit pas et c'est le plus important qu'il camoufle les imperfections sans être visible.;6.882741305632335e-05;0.0;0.0;0.0008485938612286382;0.0;6.484424564147559e-05;0.0005627385724648244;0.0;0.0012200384482859681;0.0006144480315572596;0.000998679238096289;0.0009577393833968899;0.0;0.0022261711798743492;0.057330587430355275;0.0005260759372707616;0.004118966490830957;0.0;0.0033822805070510943;0.0010836080939095726;0.0;0.0;0.0;0.123524723701858;0.0
52;Livraison express comme d'abitude .;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.410430808227942e-05;0.0;0.0;0.0;0.11423999159782154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;petit prix .;0.0;0.1314610447033383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005854938481198843;0.0;0.0007130957227718307;0.0;0.0;0.0;0.0;0.0031822277725380415;0.0;0.0;0.08904481289435957;0.0
54;Bon shampoing pour déjaunir les cheveux mechés.;0.0;0.0005278448615504658;0.0;0.0;0.0;0.0;0.00036185483205353674;0.0;0.0;0.0008650845734754411;0.0018244893949653197;0.0017137993850602994;0.0;0.00050297783572445;0.0;0.0;0.0;0.0;0.002330895404021726;0.0069358059616184435;0.0;0.0;0.0;0.0;0.0
55;pratique avec sa pompe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010186191536768;0.0;0.0;0.0007344250928701924;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3259186135190064;0.0;0.0;0.0;0.0
56;satisfaite de mon achat;0.0;0.0013057377621590448;0.0;0.0;0.005116785704341166;0.2108227549742591;0.0006181804951614811;0.00030598515232875475;0.0;2.8325309528599933e-05;0.0;0.0023097942905556178;0.0;0.0;0.0;0.0023957563780209997;0.0;0.0;0.0;0.0;0.0015602668089953885;0.0;0.0348819110022812;0.0;0.0009860217085035424
57;Très bonne gamme, parfum doux et nourrit vraiment très bien le cheveux, je ne trouve pas mieux depuis ou sinon à chaque fois que j’ess Je reste déçu et reviens vite à ce masque;0.0005456873227930972;0.0;0.0002819403518469513;0.0008744447296574214;0.0002713603313560144;0.0;4.006806030610521e-05;0.08748794597424564;0.002754822027136076;0.0007666379010413992;0.00021787150037715322;0.00016892048960926053;0.0;0.10518533519890758;0.0;0.0051275061436367175;0.010599284160138498;0.003214314763827513;0.0015734596498350156;0.004178936872201756;0.0013023133401627288;0.012868925187394506;0.0;0.0027687154393503106;0.002401026206909852
58;Mascara allongeant qui tient toutes ses promesses. Noir intense. Brosse fine à pivots. Ne fait pas de paquets. Joli packaging.;0.0005132971905952483;0.0;0.0012097719918375085;0.0006737387491165566;9.958630515564278e-05;0.0;0.0012883297670233653;0.0;0.0008577756244044614;0.0;0.01130426975804409;0.0005553761038040746;0.0;0.0;0.007642357599335538;0.0;0.002420088433935626;0.005990798827719965;0.006517684461414606;0.0;0.025928010699131844;0.0;0.0016622916066211706;0.006751050860920825;0.011924960493935433
59;très bon produit ! rien à dire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Première utilisation, une très petite quantité suffit pour se coiffer! (J'en ai mis trop ^^);3.66263462880475e-05;0.005866418134952139;0.003577066124629682;0.0;0.0;0.0;0.0;0.007129173482472691;0.00040783249085009484;2.5282126621593686e-05;0.0;0.0;0.0010841090265203556;0.003813926769690106;0.07645289344253575;0.0018285357733978753;0.002759355006752058;0.0;0.026256665562008206;0.0;0.020453394103449835;0.011692785673597494;0.0;0.05778759859288739;0.0
61;Bonne tenue et comme annoncé, sans résidus, ne colle pas! Impeccable! Je le recommande !;0.06343039957547228;0.0017099896004442899;0.0043002685849913656;0.0;0.0;0.0;0.00019159999188663696;0.0;0.0006472644226265938;0.0;0.0;0.0048809406638188595;0.00041374699070924976;0.0;0.0077019389176958665;0.0;0.0005840650775771859;0.001569171836221276;0.005701276239450421;0.002602417350033235;0.0;0.005350459679267415;0.00043114723994218016;0.0018387674011561557;0.005761240687354534
62;Bonne tenue des cheveux mais ne colle pas.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;Très facile à utiliser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2662706986056554;0.0;0.0;0.0;0.0;0.0;0.27139145324971925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;Achat conforme.;0.0;0.0011433585121773822;0.0;0.00014045799563799027;0.1923052046156037;0.012516433062266718;0.0005501703425064242;0.0006226850719545314;0.0;0.000305272566858756;0.0;0.002696725974489357;0.0;0.0;0.0;0.002759995075637015;0.0;0.0;0.0;0.0;0.0017026977895857657;0.0006751664828102414;0.03584106594951891;0.0;0.0014796026966497889
65;Juste parfait;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;Il sent bon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Il est grand !;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003220470402827275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0877611733927918;0.0;0.0;0.0;0.0;0.011354652934036097;0.0;0.0;0.0;0.0
