;documents;0;1;2;3;4;5;6;7;8;9
30;Excellent produit de qualité professionnelle. Très satisfaite de cet achat. Vraiment efficace et adapté à mes bedoins. Parfait. A conseiller.;0.0;0.0006038455892474194;0.0;0.00191169328560116;0.0018610725635310825;0.09639511587929692;0.09039196169418527;0.00030978415967273886;0.0;0.11310087351231016
31;Produit avec une bonne senteur qui hydrate et illumine la chevelure instantanément et reste léger et non gras. Je le recommande hautement.;0.05306777594943349;0.0004408324025343591;0.005384269721460047;0.025331372388849933;0.0;0.0022793423268200447;0.0007363501162636504;0.001114316603272212;0.004391206311271926;0.001112909110056593
32;Effet anti âge et revitalisant sur une peau mature hydrate et assoupli la peau;0.0;0.0;0.0;0.1472679580238472;0.0;0.0009431098297127337;0.0004075235658451572;0.0;0.0;0.0
33;Pour du l Oréal il est de très mauvaise qualité il colle et bave après moins de 2h vraiment je ne le recommande pas du tout pour tester pas mal de produits il fait parti des plus mauvais;0.04867889307077419;0.0006749233633321704;0.0023581922981027507;0.00013239810124323002;0.0006060325932316427;0.0008951328043178587;0.07071130208894381;0.0;0.010592574884747177;0.00040066609969470826
34;Brosse agréable, cils déployés, sans paquets. Odeur agréable. Prix raisonnable.;0.0002478081269409616;0.05459098153157844;0.0888250176512291;0.0;0.0;0.0;0.0;0.0;0.00955398115917762;0.0
35;Texture super agréable, j’adore !;0.0;0.0;0.04771530683519013;0.028130096478833775;0.0;0.0;0.0;0.0;0.03410493331827544;0.0
36;Je recommande ce produit que j'utilise depuis longtemps et qui fait son effet de coiffure naturelle sans laque - A essayer sans réserve -;0.06914138983863226;0.0009924601922587269;0.0;0.0;0.0010604577142151912;0.007281808207895331;0.000874314513845422;0.000440399885430613;0.021435414836506853;0.0
37;Très bon produit ... je l'utilise depuis 6 mois et j'en suis plus que satisfaite ....rapport qualité prix également...livraison plus que correcte;0.001095604862750895;0.1010058003893694;0.0;0.0;0.006367712004519664;0.11314838442762311;0.0010117834324586347;0.0018688919435538276;0.015549933290909498;0.000979025756028181
38;Ce mascara est super. Je l’utiluse Depuis des années. Par contre vous devez savoir que ce vendeur va vous l’envoyer sans blister. Vous allez le recevoir dans une enveloppe toute simple. Cela n’est pas mentionné dans le descriptif.;0.0002689328673419105;0.0;0.0;0.0;0.006615483965963331;0.0022437216458811387;0.0;0.0;0.015897230691286575;0.00021761612213426137
39;Le seul qui ne me fais pas pleurer les yeux et que je supporte et qui est bien noir je recommande je ne prend que celui la;0.06513828670250026;0.00011013226636087938;0.0;0.0;0.00013974302952525136;0.000977476594689796;0.0006998782599960566;0.0;0.011163062789902442;0.0
40;nan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;j'ai les cheveux vraiment très très sec et ce shampoing les répare très très bien.;0.0003915811207162714;0.0;0.0;0.010582533647219006;0.0;0.0;0.0016634003013481116;0.0;0.031268948750361;0.0010376949250864582
42;obligé de faire une dissertation c relou;0.0;0.0;3.541171744552878e-05;0.0;0.0;0.0;0.0;0.00029766470828320834;0.0008507071675639916;0.0
43;Heureusement que sur le net il y a des tutoriels parce que le moins qu'on puisse dire c'est débrouille toi avec ce qu'on te vend...De la part d'une si grande marque c'est pauvre, (mais pas le prix) !;0.00019376285148414374;0.03757803416242621;6.997823655295871e-05;0.0;0.0;0.0007260641224616892;0.0005299182204614095;0.0002293749756509281;0.010481932540022524;0.00018106385429307841
44;Efficacité prouvée grâce à ma fille, venue pour me conseiller, et à qui j'ai offert le deuxième produit.;0.00010000822448005288;0.0011032677647277622;9.125135354914193e-05;0.0019231816049604111;0.00015349628966458071;0.0011543934813142429;0.001080189628183013;0.0;0.01020352599239627;0.0004945762909375006
45;J'ai les cheveux courts;0.0001426804779242247;0.00010899445085173059;0.0;0.0;0.0;0.0;0.0;0.0;0.008390191389852754;0.002315659954228728
46;Je cherchais une cire qui tienne mes cheveux, ne les rendent pas gras, ni d'effet mouillé et que je puisse resculpter;0.0006417312346542403;0.0;0.003660085437616511;0.012928910284662542;0.0;0.0010606869568975602;0.0009221231019511217;0.0;0.013315772713314038;0.0013971794331819898
47;Cette cire fait son office, j'en ai essayé plusieurs et c'est la seul qui arrive au niveau de L'Oréal adixion pour homme qui n'existe plus;0.00012844974066441122;0.0007993322208970479;0.00152054035473768;0.0006601706678762463;0.0006773828787039932;0.0010932195834208215;0.002675194719001897;0.0;0.018964316768635286;0.0009261545489961636
48;J'en ai même acheté plusieurs pots vu mon niveau de satisfaction;0.0;0.0015303761531524581;0.00048444722402775803;0.0;0.00023067846600559317;0.0006625951707383138;0.0;0.0004908616853950463;0.014541113148417537;0.00023753052027665814
49;J'ai testé plusieurs palettes correctrices et j'ai fini par acheter celle-ci pour atténuer mes rougeurs et ma couperose.;0.00018371535300524609;0.0008503156539884669;0.0;0.0005076605029123476;0.00015782586164407445;0.0002510026559723903;7.858211014163926e-05;0.00036747052705620565;0.01191294253509416;0.001646991258540282
50;Certains se plaindront du manque d'un pinceau, mais je trouve cela superflu et l'application au doigt plus intuitive et facile pour travailler la texture.;0.0;0.0;0.009462074487558172;0.005895945651430299;0.0;0.0;0.0001921299610276358;0.0;0.04386189542178382;0.0
51;J'ai un meilleur rendu et fondu avec un application au doigt plutôt qu'avec le pinceau, j'ai principalement appliqué le vert, les autres couleurs étant difficile à appliquer pour moi puisque je dois en mixer plusieurs pour pouvoir atténuer mes cernes. Je pense que les teintes ne sont pas adaptées à ma carnation,j'aurais besoin d'un anti-cernes plus jaune. Après application de mon fond de teint, le correcteur ne se perçoit pas et c'est le plus important qu'il camoufle les imperfections sans être visible.;0.0003588736327589023;0.00019338880726478717;0.0;0.01676399179845456;4.329939347681149e-05;0.0;0.0002958183745075262;0.0;0.046549556479231105;0.00014718463643059498
52;Livraison express comme d'abitude .;0.0016638469290227009;0.0029407515370536157;0.0;0.0;0.008933753980059193;0.002489722840021204;0.0;0.001156920423525889;0.0016885002037424198;0.0005204882185834838
53;petit prix .;0.0;0.14855179550328815;0.0003675216151268156;0.0;0.0;0.0;0.0;0.0;0.015694535029690333;0.0
54;Bon shampoing pour déjaunir les cheveux mechés.;0.0;0.0005767044728407545;0.0;0.0;0.0;0.0001334152825108611;0.0004675097480267683;0.0;0.0028133723992607496;0.001131365595399732
55;pratique avec sa pompe;0.0;0.00010522064394117424;0.0032207904417784735;0.0;0.0;0.0;0.00158987730598622;0.0;0.032776206486233375;0.0
56;satisfaite de mon achat;0.0;0.0014387578127442846;0.0;0.0;0.0056336479445907245;0.2237456218639875;0.0006397521079385847;0.0005086545576369911;0.0;9.465351004843498e-05
57;Très bonne gamme, parfum doux et nourrit vraiment très bien le cheveux, je ne trouve pas mieux depuis ou sinon à chaque fois que j’ess Je reste déçu et reviens vite à ce masque;0.0008206432701579111;0.0005524599167225885;0.00036749816664956894;0.0021983692578525435;0.0;0.0;0.0010104422177748301;0.08251696549529755;0.0331214793766968;0.0025328883849366594
58;Mascara allongeant qui tient toutes ses promesses. Noir intense. Brosse fine à pivots. Ne fait pas de paquets. Joli packaging.;0.0007464809583172164;0.0;0.0017442690689402265;0.0006540052311443757;0.0008228636871242726;0.0;0.0018478620846381544;0.0;0.020264168883266667;0.0
59;très bon produit ! rien à dire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Première utilisation, une très petite quantité suffit pour se coiffer! (J'en ai mis trop ^^);0.0;0.007719682475559753;0.003658123486522522;0.0;0.00010727553333364063;0.0;0.0;0.009207155590619496;0.06064491985452904;0.00038679076947007644
61;Bonne tenue et comme annoncé, sans résidus, ne colle pas! Impeccable! Je le recommande !;0.06476030539055644;0.00211804801924801;0.004543537384152329;0.00017493007774118042;0.00010442083926267342;0.0;0.00013429010288828775;0.0;0.006421411855121746;0.0005099032211814882
62;Bonne tenue des cheveux mais ne colle pas.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;Très facile à utiliser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24989519036081742;0.0
64;Achat conforme.;0.0;0.0012756408207928531;0.0;0.00018025560680475804;0.20893846989795561;0.013583762402363279;0.0005900452715428633;0.0009418264322953906;0.0;0.00035299565323183694
65;Juste parfait;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;Il sent bon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Il est grand !;0.0;0.0036063475182733767;0.0;0.0;0.0;0.0006031396245103726;0.0012529915472377627;0.002084238932830294;0.01976362416194174;0.0029110544711760202
68;Le pot dur assez longtemps avec un lavage quotidien! Protégé parfaitement  les cheveux;0.0003457117887990052;0.0010754093410175497;0.0021702484573520005;0.0015537710863473872;0.0005404402041747794;0.00101061080132117;0.0;0.00017253802382723114;0.01731813263819111;0.0027660960389007793
69;-Re-Pigmenter les cheveux selon sa couleur naturelle....;5.886566851698247e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.038085476897428513;0.0
70;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;J'avoue qu'avant d'essayer le produit je n'étais pas convaincu ... D'autant que cela n'étais pas évident puisque la notice donne quelques contre indications... dont une qui me concerne ...les cheve;3.976275663762565e-06;0.00031794643247269144;0.0;0.0022987652878018613;0.0006914954516839665;0.0007836808530914892;0.0005583977255955968;0.0;0.012022792759166335;0.00021595397338685594
72;il avait arreté la vente au supermarché et il était les mieux placé niveau prix, bon il on repris en supermarché et là par contre ce n'est plus avantageux de le prendre en ligne;0.0002459411190891102;0.031211720450974523;7.453575752579714e-05;0.0;0.0;0.0003733357065605919;0.0005551041491026651;0.0;0.009774064504980267;0.0
73;rien à dire sur la qualité prouvé de ce produit pour se faire des yeux de biche;0.00017040880146968292;0.0;0.0;0.0;0.0;0.0;0.10991797404026507;0.0;0.0018522103481245437;0.0
74;ce produit et tous a fait se que j'attendais,  ayant pris le meme produit au coiffeur est l'ayant payé plus cher , je recommande le produit.;0.00029536013548260657;0.002789593856436515;0.0;0.0;0.0033402614601622093;0.0008252260032570202;0.0006971933104968509;0.0;0.020779611153363277;0.0006603813968486387
75;le seul petit  b-mol c'est que ce shampooing a tendance à bleuir légèrement les mains lorsqu'on l'utilise mais ça part rapidement sinon y a pas mieux pour déjaunir! parole de coiffeuse!;0.0006030977031569213;0.004332172906485594;0.0009161033744716364;0.003157537671247925;0.002209904562245309;0.004156707880111278;0.0002626501908524796;0.00025625137595088775;0.03230227035834484;0.0010799867924122105
76;Acheté en une si généreuse quantité , calculez à combien ce produit vous revient s'il est acheté chez un coiffeur ( introuvable ailleurs en petite quantité ) , vous aurez vite compris que chez AMAZON , il n'y a pas mieux rapport qualité/prix ,avec envoi rapide et soigné.;0.0015699563742993259;0.05475316935605818;0.0031015249849828176;0.0;0.004544071011276227;0.0014854171325405785;0.04959405231514214;0.0012446230193610647;0.02702982540695896;0.00113264884318786
77;Livré rapidement et tout à fait conforme au produit acheté précédemment en salon.;0.0;0.0022556347890822885;0.0;0.0018248310707966243;0.10454843724671452;0.0004069938822257113;0.0002712419348955426;0.00036755263118900346;0.015166608160483212;0.00034722466675593083
78;L'hydratation et la nutrition font de se produit un best-seller à avoir absolument pour reconstruire parfaitement les fibres capillaires.;0.00033535412847411535;0.00022436862707239777;0.0011670510221111843;0.0021740927080776237;0.000510719656592298;0.00012938545566712307;0.0;0.0;0.004997605530642157;0.0
79;Je recommande fortement.;0.13611073412443114;0.0;0.0;0.0;0.0;0.0;0.0010471482519027783;0.0;0.0;0.0007742378917753014
80;mon coiffeur me l a conseillé pour mes mes mèches;0.0009111207596467206;0.0038536394136040215;0.0;0.000434803738367234;0.0010780678464832872;0.0;0.0020223326087873647;0.0;0.03397024548872401;0.0002230520490520321
81;j en suis ravie mes cheveux restent beaux et blonds clairs;0.0013469212374804765;0.0008745707982482333;0.0;0.0;0.0011401115826719802;0.0012513750219107667;0.0;0.0;0.017065570624861855;0.0061524822913805455
82;Assez difficile à réaliser seule.;0.0001332542718370387;0.0008470412698526078;0.0;0.0002529730200009664;0.0;0.0006404262000221774;0.0;0.0;0.005200895419885246;0.0011428103149842478
83;Cela a pas mal abimé mes pointes et longueurs qui ont déjà eu ce type de lissage...;5.503666796332559e-05;0.0006587745335667863;0.00013246072184290838;0.00206471880533986;0.0010664274338412175;0.0005196224683250223;0.0;0.0004053878280968477;0.020544729007957764;0.0017879730860932146
84;Cependant cela a bien marché pour les racines naturelles, les cheveux ont bien été assouplis.;4.6016492490540246e-05;0.0004347575680411593;9.057536551085682e-05;0.0004808312161136094;0.0;0.0006232682718372839;0.0;0.000338101620851242;0.004757561847687953;0.0022775489263467735
85;Léger bémol aussi, cela a beaucoup éclairci ma couleur! Car le produit contient du peroxyde d'hydrogène... :S;0.0;0.00028426738475531197;0.002831595713506492;0.001983184320950693;4.57691478094121e-06;0.001108211880945099;0.0;0.0;0.025092597307929645;4.89383565588043e-06
86;La couleur est magnifique, rien que pour ça il vaut le coup. Dommage que l'étiquette avec le code barre soit au milieu du mode d'emploi qui lui est en ..... allemand !!!! Pas un mot de français sur le produit. Réservé aux polyglottes .;0.0;0.0003668411030085131;0.000687390069208091;0.0;0.0;0.0;0.0005212086512118644;9.403348134767518e-05;0.021562173154143046;0.0
87;Je l’utilise depuis 20 ans. En général, j’en suis satisfait, mais Il faut l’utiliser au moins deux fois par mois (mieux tous les 10-12 jours), autrement les cheveux ont tendance au jaunissement. C’est un peu cher par rapport à autres colorants...;0.0;0.02718885070156517;0.0;0.0;0.0;0.003623859661072124;0.0;0.0;0.09300955138491865;0.0
88;Très bon shampooing;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
89;J'ai connue cette cire chez un coiffeur qui me l'a vendue plus de 20€...;0.00043891523976391766;0.0024300223617248155;0.000395633182904062;0.0;0.0016070158001516334;0.0007600466669055916;0.001805370654223427;0.0;0.027733154990699765;0.0003787820510747864
90;En cherchant sur amazon je suis tombé dessus pour 13 euros, j'adore cette cire-gel, j'ai les cheveux secs donc c'est ce qu'il me faut pour les nourrir.;0.00043567725309257975;0.0006761447539733469;0.0013620642914508154;0.0;0.0;0.0;0.0005262490806805699;0.003734044132296749;0.024749080772318063;0.0019019341448163862
91;Très bonne qualité, j'utilise depuis plus d'1 an;0.0;0.0;0.0;0.0;0.0;0.0;0.1816985669354778;0.0;0.1428801511077835;0.0
92;Parfait. Je connais ce produit et je l'adore.;0.0;0.0004150076321825681;0.0;0.0003273348054809926;0.0;0.0;0.00010202124622249372;0.0;0.006345725775850473;0.001863181923588994
93;Je le conseille vivement. Cet eyeliner tient toute la journée. C'est le top pour un prix très abordable.;0.00609948058515946;0.0541177905726781;0.0007693183545894747;0.0038132754441615175;0.0;0.0010123064045880993;0.0;0.0;0.019929096413541764;0.0
94;"Je l'utilise seulement depuis deux semaines donc pas forcément assez de recul pour faire un commentaire détaillé. Mais je je peux déjà dire que pour une crème hydratante ""anti-age"" elle est semble bien meilleure que les équivalent nivea que j'ai testé. Elle hydrate très bien sans donner l'aspect collant. Elle permet de masquer de légère rides (donne un aspect lisse à la peau), sent vraiment bon. Bref ca semble un produit vraiment correct. Après oui c'est cher, mais les produit concurrent sont du même ordre de prix/";0.00023954790818818771;0.02238763992826625;0.00015165850595400972;0.04643025991798121;0.0;0.001039588944635831;0.0;0.0;0.05086430729601361;0.0020842250867372323
95;Après plusieurs utilisations, je recommande à 1000 % ce shampoing de là gamme inforcer de l’oreal professionnel , je l utilise avec le masque de là même gamme et Le résultat est bluffant mais cheveux sont plus fort plus doux plus brillant et regraisse beaucoup moins vite, un shampoing de pro à utiliser à la maison !;0.035813415278641465;0.0;0.0;0.0;0.0;0.0022197721409895174;0.0035970053782708516;0.0569660839701827;0.09118636850993174;0.002273499543881857
96;Ne fonctionne pas sur mon type de cheveux,;0.0;0.0003162938097965005;0.00020820987324182897;0.006442051135396118;0.0002777417222902707;0.0005728944098702792;0.0;0.0;0.007474147633482645;0.0
97;Renseigner vous auprès de pro de la coiffure avant achat;0.0002855305119387002;0.0018598244469142963;0.0;0.0;0.004437549430630928;0.007875861844903284;0.0009875006464275758;0.0005265405035218006;0.005597807669014405;0.0003650785908617281
98;Déçu du produit;0.00041522198594693907;0.0005471935651741616;0.0017706129233231126;0.0004415247463554456;4.488584156667191e-06;0.0;0.0015066204927032404;0.0011393400075266481;0.004284871846467591;0.0002655089990791873
99;Ce n'est pas du tout pigmenté et s'efface trop facilement. Il ne me sert à rien, de l'argent gâché !;0.0003578060363200505;0.0;0.00013345392343576778;0.0007586736365383376;0.0;4.910680459976587e-05;6.506333816264786e-05;0.00022040583484903242;0.005779102146462692;0.0
100;Ce masque est très bien moi qui ai les cheveux frisés et très secs je le trouve même encore mieux que l'ancien Absolut Repair que j'utilisais depuis des années. il pénètre mieux les cheveux et on en met moins. Donc plus économique aussi.;0.0005435339509609606;0.001046914956311803;0.0;0.008404640844015548;0.0;0.0009376721117597133;0.0013676400002076707;0.0021696175201748086;0.0508119936892615;0.0007182599937673939
101;Fait vraiment sont boulot je l'utilisé une fois par semaine j'ai des mèches blonde elle éclairci vraiment sachant que mon but qu'elle soit blanche je recommande;0.05491847215219872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09080757360890657;0.004314670579970423
102;Le produit prend effet, je pense bien car j'ai moins de cheveux qui tombent, ça peut être aussi psychique à la fois.;0.0003772083040351892;0.0002478205104442365;0.0;0.0003420835847171446;0.0;0.0011564395469129919;0.0;0.0;0.005087961599071833;4.753863543584934e-05
103;Très bon produit, par contre du fait que c'est en colissimo il a fallu que' j'appelle trois fois  la poste pour avoir trois codes différents sur internet pour mon colis  et au tél,  d''ou un coût un peu plus élevé pour mon produit;0.0;0.0007383561645123041;0.0;0.0;0.0009400395441705572;0.0005049797421370633;0.0;0.0;0.008584206429787864;0.0001665746609035127
104;J’apprécie ce shampoing, qui prolonge vraiment la durée de la couleur.  Ce packaging rend le prix interressant, mais il n'est vraiment pas facile à utiliser. Le shampoing n'est pas assez fluide pour remplir facilement une autre bouteille plus petite. Pour l'instant je me sers d'une seringue et d'une canule, mais je n'ai pas encore réfléchi à comment faire quand la bouteille est à moitié vide.;0.0;0.025959398202915825;0.0007104628318576152;0.0;0.0;0.0;0.0;0.0;0.07003598288832055;0.0
105;Produit qui fonctionne très bien. Il enlève complètement l’effet jaune... super produit ne regrette rien. Envoi rapide en plus. Rien à redire.;0.0028103800725527307;0.0023254767872337816;0.0;0.0;0.006957684299290106;0.00542748778795284;0.0;0.0009129803070002256;0.010830966610736046;0.006333378901428792
106;oui c'est bien... mais .. y'aurai pas comme un souci la ??? le produit coule vers le bas du coup bas tout fuit c'est quoi se délire???!!! je conseille pas !;0.0005475205861218365;0.0005369613659790386;0.0005935849233930842;9.980338265137128e-05;0.0007417420341870586;0.0002890260098026709;0.0;0.00015046164784461772;0.005004777209491433;0.0
107;Achat conforme;0.0;0.0012756408207928531;0.0;0.00018025560680475804;0.20893846989795561;0.013583762402363279;0.0005900452715428633;0.0009418264322953906;0.0;0.00035299565323183694
108;Je suis tres étonnée je ne connaissait pas cette BB , blanche comme une creme hydratante et qui se teinte quand on l'etale , elle est juste parfaite, belle teinte , belle coucnvrance légère, ne tire pas ....je suis tres satisfaite;0.0011575220300667623;0.0;0.0014430456151015003;0.019005415741284268;0.0;0.06256081425195939;0.0003915867807925595;0.0;0.020912300251040183;0.0016944504663228852
109;Très bien fait de beaux cils;0.0007153286908814971;0.0009695335700102728;0.0;0.0;0.0;0.0;0.0;0.0;0.015392625142479233;0.0
110;je suis a mon 5 shampoing : donc a essayer sur mèches blondes vous allez voir vos cheveux vont s'eclaircir , laver vos cheveux poser une noisette et attendre 3 minutes et rincer et vos mèches vont passer de blond a blanches trop génial;0.0011929854137294293;0.00011408955696522452;0.0;0.0;0.00027046519006171903;0.0002942212570878273;0.0006367351129245286;0.00032354050478143766;0.04518234081575382;0.004309055330887064
111;parfait pour les cheveux blanc ou gris,cela évite de jaunir et rend les cheveux grisonnant vraiment beaux et brillant,c'est parfait;0.0015206962139959757;0.0002907676087031953;0.0;0.0;7.244852939013806e-05;0.0;0.00171506651058205;0.00478162794494305;0.020156140585048287;0.008236940081178794
