;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
10;N'en reste pas moins une crème super agréable;0.0;0.00015209246043036557;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001372865422469265;0.0;0.0;0.0;0.0009390610894594617;0.0;0.0006317437986139001;0.0;0.002315600581741488;0.0035286309345441565
11;Malheureusement présence de perturbateurs PROPYLENE GLYCOL, PHENOXYETHANOL et allergènes LINALOOL, LIMONENE mais en fin d'ingrédients donc en quantité faible.;0.0002862801901483897;0.0008504928831449596;0.0018759631440342487;0.0;0.0;0.0;0.0;0.00041679187970837707;0.0005331609166592165;0.001617738708356349;0.0;0.0;0.0;0.0003243565100431343;0.0003585511483648992;0.005049197968172094;0.0015790654647244305;0.0003877602881294883;0.00015667225590797784;0.011369205749700633
12;remplit sa fonction;0.00016714672088767197;7.029926201651229e-05;4.588654262880748e-05;0.0009765162363276186;0.0002756932752078763;0.0;0.0;0.0009760746475885275;0.0005047261725441358;0.00041687929823346515;0.0012654391641408456;0.0;0.0002824768818611245;0.0;0.0;0.0006413847183851575;0.0;0.0;0.0;0.003056086525771988
13;Très bien pour le connaître depuis longtemps;0.001113529289585051;4.1650883880719364e-05;0.0;1.4763692842017359e-05;0.0020305933127095057;0.0023399656039597835;0.0;0.0;0.005303931771005039;0.0;0.0;0.0;0.00475247183782984;0.0056031755609868205;0.0;0.004878646722404654;0.0009368686358133948;0.004176170235736626;0.0;0.011891253067502513
14;Je suis toujours fidèle à ce produit pour essayer de lutter contre le dessèchement capillaire lié à l'âge et aux balayages.;0.0003891150291377015;0.00046976176038933805;4.028387058069859e-05;0.001245412858098604;0.0006962752513862688;0.0009121994032067349;0.0004904699061377716;0.00020972726958516007;0.00030645444156785173;0.00025136120827231776;0.0027657223558247624;0.0;0.0008391840149953356;0.008415705920465411;0.0;0.0;0.0038774789537254157;0.007503990511142226;0.002408633397636859;0.0007419482376783338
15;...comme les miens c'est le produit idéal qui évite le jaunissement des cheveux et en grande dose tel qu'il est présenté, c'est une utilisation de plusieurs mois;0.00025614935098586234;0.0009686113955052592;0.0;0.0013055691798552883;0.00018774212421054367;0.0005325343155542414;0.0008713624335249386;0.004834117387955525;0.0032730547383857107;0.0031669110352518567;0.0048531053214871745;0.0;0.00126352116007677;0.0;0.05458901286465729;0.021795419192578026;0.0013339205260271558;0.0;0.019720453856031658;0.005901537578913642
16;De toute façon tout ce que fait L'OREAL est au top: ELSEVE pour les cheveux, MEN EXPERT, NARTA déodorant;0.0005738436985964666;2.7868302823106693e-06;0.0002795971235711746;0.00042754899610187544;0.0;0.0006831008419858832;0.0011232091981762565;0.0012207668870518062;0.001283947728557812;0.0009019905441688258;0.0;0.002792908146272074;1.0138429621316972e-05;0.003674892906955148;0.0;8.645690708528172e-05;3.079604079453479e-06;0.00210385519029086;0.002089988077162058;0.0
17;Je me sers de tout cela depuis des années et avec une entière satisfaction;1.7381426759076796e-05;0.0;0.00030629296905525553;0.0;0.0;0.0030986941314322504;0.0;0.0;0.009210466950895042;0.0007655531568154264;0.0014780742369681814;0.0;0.00010836780195345858;0.0;0.0;0.00019362406911194207;0.0;0.0;0.03068102349817641;0.000901589947826516
18;Philippe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.6280570689022565e-249
19;Ravie de retrouver mon mascara préféré sur ce site et à un.prix vraiment abordable..;0.0007376189764358087;0.05347212490344603;0.0008850888415934198;0.00018998550338148633;0.00132067431897084;0.0010006177859271186;0.0010246406101443609;0.0;0.0;0.0024639608250232674;0.0027362257229170315;0.0017659454284545005;0.0;0.002655669745554806;0.0006091580267008348;0.0;0.0;0.011614521977610691;0.017703246832503326;0.0
20;"prix compétitif,...facile d’application... plus d'un moi de traitement....je l""ai testé et dès qu'il est fini je repasse  une commande.";0.0002288939111524598;0.03977439653763103;0.0005142379399732995;0.00011944092531534635;0.000860956236314478;0.00035947964342745417;1.5038799333012585e-05;0.0;0.0;0.0;0.0;0.0009298311495848908;0.00020485802475296304;0.00310373476863891;0.1135995822030271;0.0;0.0;0.012831214480742927;0.0;0.0
21;Merci;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;Shampooing en format salon, dommage que la pompe ne soit pas livrée avec, j'ai du transvaser dans un contenant plus petit. Il laisse une odeur agréable sans être trop forte ou persistante, mousse bien et se rince facilement. J'utilise moins de quantité qu'avec un shampooing de grande surface donc c'est un très bon rapport qualité prix au final.;0.0;0.050773846375005864;0.05400254311226296;0.0;0.0005685984694692934;0.0;0.0006180527473622578;0.0020073773989125296;0.06282117361164587;0.00048782738264956414;0.0;0.0;0.004836427269493494;0.003041199778343964;0.0;0.07357192060013379;0.0036862091085951877;0.0;0.0;0.01573068934834974
23;Bonjour,;0.0005958497919119469;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004160220433450569;0.0;0.003706548821553349;0.0;0.0;0.0;0.0;0.0;0.0;0.0037964695352581722;0.011972108116725765;0.0
24;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;"assez déçue. Ce n'était pas une plume fine comme je l’espérais mais un feutre. Donc moins précis .. par ailleurs, le noir est trop ""noyé"", feutré, dilué.... pas épais et de ce beau trait ""black"" qu'on aime lorsqu'on surligne et prolonge nos regards.";0.0001187399153286031;0.0;0.0003446680828858349;0.0;2.168625506247857e-05;0.0002448089563541157;0.0003984500256180115;0.0;1.614470126820285e-05;0.0006389520292457392;0.005111136876443694;0.0007176750742385242;0.0030126650122111083;0.0;0.005265952960906953;0.0022248397545153544;0.0014535367683341004;0.002316840488599432;0.002789665801056263;0.01565652965333702
26;Mais, je pense que d'autres utilisatrices sauront l’apprécier.;0.0;0.0;0.0;0.0;2.354390789924349e-06;0.0;0.0;2.4739746028310786e-06;0.0;0.0;0.0;0.0;0.0;0.0032064081829270815;0.001324144027652131;0.0;0.0;0.0002955187060491091;5.4782706547081846e-05;0.0005611319528647213
27;Bon produit, redonne douceur aux cheveux mais je le déconseille pour ceux qui ont les cheveux gras, il graisse pas mal le cuir chevelu.;0.0006458803915749855;7.995661681327707e-05;0.0021794033784280757;0.01207714483755471;0.0001295776349624775;0.0;0.0;0.00010232259455783126;0.0015106815664494976;0.002189558768393867;0.0002503580372449523;0.000523031065377736;0.005390413129814579;0.0027531767028745853;0.002876241642334416;0.0010236109018901642;0.005293474215134984;0.0007306392990075317;0.014800565731779727;0.009953733821667607
28;super contente;0.0006989821382698107;0.0;0.0056376595187025156;0.0;0.0;0.0;0.0;0.00444721822831964;0.004260489409689309;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1074743797785341;0.0;0.0
29;Je connaissait déjà le produit qui est très bien. Je l'ai recommandé par erreur et renvoyé, j'ai été rapidement remboursé;0.05870315852103573;0.00020218644746174147;0.0;0.001840037925718257;0.0012109278595100776;0.0020367401549692696;0.0;0.0;0.01086016296779302;0.0;0.001740859910426259;0.0;0.003210147529449834;0.0007876906624502662;0.0;0.0003437600359702676;0.0020917388135608546;0.03843470533596563;0.0;0.002143897687668864
30;Excellent produit de qualité professionnelle. Très satisfaite de cet achat. Vraiment efficace et adapté à mes bedoins. Parfait. A conseiller.;0.0;0.0006435461278113847;0.0;0.001600617113772714;0.0018872185596858924;0.09263220016083432;0.08274653578533087;0.0006298556050094758;0.0014388682979209785;0.11689398033653119;0.000115103760336082;0.0005995303874739442;0.0007939784456543864;0.0035625962033214984;0.0;0.0;0.001238021278847087;0.004091983937611489;0.0007716844664107042;0.0
31;Produit avec une bonne senteur qui hydrate et illumine la chevelure instantanément et reste léger et non gras. Je le recommande hautement.;0.05216126798758059;0.00014200617703007755;0.005342685335269184;0.01991462969931971;0.0;0.0019583862435018553;0.0006137640699903685;0.0015078583315865108;0.0;0.0002596016965551006;0.0;0.0;0.0035811270083101303;0.0;0.0031787545558540947;0.0;0.005855243444487965;0.0;0.012941375437497548;0.02065456369218435
32;Effet anti âge et revitalisant sur une peau mature hydrate et assoupli la peau;0.0001365001160285032;0.0;0.0;0.13996519456595116;0.0;0.001069966006042135;0.0005165991944182835;0.0;0.0;0.0;0.0;2.1569077189151223e-05;0.0;0.0;0.0;0.0;0.0025519816198681217;0.0;0.0;0.0
33;Pour du l Oréal il est de très mauvaise qualité il colle et bave après moins de 2h vraiment je ne le recommande pas du tout pour tester pas mal de produits il fait parti des plus mauvais;0.04801887268667359;0.0004800384826198931;0.002242603210238522;0.00016639062184225977;0.00023662911571344978;0.0011541529970732266;0.06466384663483339;0.0;0.0023498129640255406;0.0005084581908184287;0.0;0.0;0.0017997263411144156;0.006486934783368004;0.0028624499571728345;0.0014714869158266408;0.00018661385433291143;0.007385731424034785;0.0019857836655466634;0.012327902403794845
34;Brosse agréable, cils déployés, sans paquets. Odeur agréable. Prix raisonnable.;5.987271781724604e-05;0.05015351581849323;0.0890275009974811;0.0;0.00020119345712510723;0.0;0.0;0.0;0.0;0.0;0.00014387289825492727;0.0019358707652948016;0.0;0.0;0.005118054502203921;0.0;0.0026872597289670447;0.0;0.0;0.03217788834583576
35;Texture super agréable, j’adore !;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43671033157273725;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;Je recommande ce produit que j'utilise depuis longtemps et qui fait son effet de coiffure naturelle sans laque - A essayer sans réserve -;0.06778612489661624;0.0;0.0;0.0;0.00045371143714541273;0.0;0.0003162856961135745;0.0;0.0;0.0;0.0;0.0;1.9043461599953497e-06;0.0020315745255498614;0.0;0.0;0.0017714193880750356;0.0056028330416052815;0.14668197408592376;0.0
37;Très bon produit ... je l'utilise depuis 6 mois et j'en suis plus que satisfaite ....rapport qualité prix également...livraison plus que correcte;0.0;0.08920451508965234;0.0;0.0;0.0;0.09788082283332697;0.0004984943927405746;0.0;0.0;0.0;0.0;0.1077870600029369;0.0;0.0;0.0;0.0;0.0;0.0;0.15969504544240568;0.0
38;Ce mascara est super. Je l’utiluse Depuis des années. Par contre vous devez savoir que ce vendeur va vous l’envoyer sans blister. Vous allez le recevoir dans une enveloppe toute simple. Cela n’est pas mentionné dans le descriptif.;0.0;0.0;0.0;0.0;0.0002328143007026756;0.0011237835722318957;0.0;0.0;0.004005957681074017;0.0;0.0;0.0030393032382624438;0.0;0.0;0.0027557200375700726;0.0;0.0;0.07565223040564943;0.013538663572262001;0.0
39;Le seul qui ne me fais pas pleurer les yeux et que je supporte et qui est bien noir je recommande je ne prend que celui la;0.06421713055950994;0.0;0.0;0.0;0.0;0.0010798791274947287;0.0006206876280636541;0.0;0.0;0.0;0.00614933170970997;0.0;0.0;0.0003705457191362087;0.006370141982232238;0.004230429988903426;0.0;0.0025300485673617873;0.0007303024310331783;0.020162603332233294
40;nan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;j'ai les cheveux vraiment très très sec et ce shampoing les répare très très bien.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005230793430605318;0.0;0.0;0.0;0.0;0.0;0.0;0.23247722820234057;0.0;0.0;0.0
42;obligé de faire une dissertation c relou;0.0;0.0;8.712903142229362e-06;0.0;0.0;0.0;0.0;0.0003624586988712801;0.00046493541735098025;0.0;0.0;0.0;0.0002797084678990958;0.0001927214103320036;0.0;0.00026364409859300415;0.0;0.0002908577738244921;0.0;0.0008893297179895316
43;Heureusement que sur le net il y a des tutoriels parce que le moins qu'on puisse dire c'est débrouille toi avec ce qu'on te vend...De la part d'une si grande marque c'est pauvre, (mais pas le prix) !;0.00020748311302282507;0.034205583950591964;5.621186032487141e-05;0.0;0.0;0.0009257143596044141;0.0004319959897117376;0.0004994391599679397;0.001041821740248395;0.00047059337285354155;0.0;0.0010588832024751016;0.0;0.004269986166380739;0.0;0.013688757193758337;0.002679564932873907;0.0035990991973638303;0.0016163680722491639;0.010143377672042342
44;Efficacité prouvée grâce à ma fille, venue pour me conseiller, et à qui j'ai offert le deuxième produit.;0.00011247397447674527;0.0009986477539962347;0.00029303091750249537;0.0018320748584021392;8.451040601559296e-05;0.0011458928348344179;0.000968537569844246;0.0;0.0026410727775004962;0.000617891947675352;0.0022601267496983593;0.0;0.0017794474789826745;0.004109619157232905;0.003977086854639839;0.0018546273299101651;0.0033613755955605455;0.003423757019110239;0.00786499927602199;0.00044939231785935175
45;J'ai les cheveux courts;0.00015199249273817767;0.00010208108737022153;0.0;0.0;0.0;0.0;0.0;0.0;0.0023307037593363776;0.002670228889811154;0.0;0.0;0.0011894494417412714;0.0;0.004224032608892576;0.0;0.0009786287527959246;0.0;0.0019949090971914663;0.010050962077540013
46;Je cherchais une cire qui tienne mes cheveux, ne les rendent pas gras, ni d'effet mouillé et que je puisse resculpter;0.00048668483833503706;0.0;0.0037272957164392567;0.010938608873800434;0.0;0.0010950276229980227;0.0009918283944488485;0.0;0.006863965559429879;0.0011868879842293792;0.0;0.0;0.0041952155574331105;0.0;0.0;0.0;0.0071404201279660386;0.0;0.02109137889665012;0.013296974877560484
47;Cette cire fait son office, j'en ai essayé plusieurs et c'est la seul qui arrive au niveau de L'Oréal adixion pour homme qui n'existe plus;2.5310941061369974e-05;0.0005590048169124922;0.0014820252199143253;0.0006014012492964219;0.00011934809908891002;0.0012591600524120335;0.002444712824618227;0.0;0.005739423908553499;0.0012343222786690218;0.0008723350866391815;0.0017874640248566043;0.0038628187795587176;0.007594370255331868;0.0;0.0037220848840991898;0.005694851001376036;0.012511839272680297;0.005341694644442874;0.011185670015588704
48;J'en ai même acheté plusieurs pots vu mon niveau de satisfaction;8.27401821949935e-06;0.0013371157586437503;0.00017214115658468904;0.0;0.0;0.0005016102409327451;0.0;0.0010569722133146869;0.003181919819393686;0.0006700191935701686;0.0;0.0005579083489226924;0.004468020877568962;0.0;0.002290294457805892;0.004032227046694436;0.0015574927944328387;0.0077169848341784785;0.012620177763246266;0.006769051218116854
49;J'ai testé plusieurs palettes correctrices et j'ai fini par acheter celle-ci pour atténuer mes rougeurs et ma couperose.;0.00018068035394267948;0.0006512041498918898;0.0;0.0002597549570545665;0.0;0.00021570441066155418;0.0001264946250835188;0.0007670051359487495;0.0028926790217251577;0.001983400358168883;0.0024515097411913745;0.0;0.001349340740007003;0.00022828840066768872;0.0009611053828359718;0.003742874984137866;0.00026286566066625595;0.005336930089139981;0.008133918260958826;0.008714537279468337
50;Certains se plaindront du manque d'un pinceau, mais je trouve cela superflu et l'application au doigt plus intuitive et facile pour travailler la texture.;0.0;0.00029775653544496716;0.0003816199006701259;0.0;0.0;0.0;0.000624396235757928;0.0;0.0;0.0;0.002168309629888398;0.0;0.0893001466133606;0.0;0.09350389760311317;0.0;0.0;0.0;0.0023277262950147488;0.0014459528701029072
51;J'ai un meilleur rendu et fondu avec un application au doigt plutôt qu'avec le pinceau, j'ai principalement appliqué le vert, les autres couleurs étant difficile à appliquer pour moi puisque je dois en mixer plusieurs pour pouvoir atténuer mes cernes. Je pense que les teintes ne sont pas adaptées à ma carnation,j'aurais besoin d'un anti-cernes plus jaune. Après application de mon fond de teint, le correcteur ne se perçoit pas et c'est le plus important qu'il camoufle les imperfections sans être visible.;9.152803684709463e-05;3.728382969738382e-05;0.0;0.008044532112315738;0.00033325923309482076;0.00018528718580199748;0.0005843377501951438;0.0;0.0016468981657208148;0.0002829541639904858;0.003654258007928373;0.0005006485320307383;0.0;0.0030791890308481252;0.06169150503593296;0.0;0.003509617072424077;0.0;0.0007644086531731207;0.07337930072978137
52;Livraison express comme d'abitude .;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.445555072408928e-05;0.0;0.0;0.0;0.11525578575662146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;petit prix .;0.0;0.13519858516729102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004365217687160908;0.007783770056428448;0.0;0.027252507976775992;0.0;0.0;0.0;0.051667832150086246
54;Bon shampoing pour déjaunir les cheveux mechés.;0.0;0.0005134676856797696;0.0;0.0;0.0;0.0;0.0003461530469151967;0.0;0.0;0.000921929618937042;0.0023364816815304493;0.0018455319261995698;0.0;0.0007399625166584071;0.0;0.0;0.0;0.0;0.00957921796556806;0.0
55;pratique avec sa pompe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34228316439045153;0.0;0.0;0.0;0.0
56;satisfaite de mon achat;0.0;0.0015004594607895422;0.0;0.0;0.0052030616328902915;0.21465983458809704;0.0005939076089179748;0.0009795488882647484;0.0;0.00024144090551051988;2.8106495649000282e-05;0.002267154618449656;0.0;0.0;0.0;0.0015687647059862246;0.0;0.006509460607524923;0.00022682398465515702;0.0
57;Très bonne gamme, parfum doux et nourrit vraiment très bien le cheveux, je ne trouve pas mieux depuis ou sinon à chaque fois que j’ess Je reste déçu et reviens vite à ce masque;0.0005114793736731426;0.0;0.00042289941137674643;0.001515341052167972;0.0004372516559982993;0.0;0.0;0.08564899896823204;0.0028498506767121847;0.0006171992525924834;0.0;0.00014840077375014363;0.0;0.11365439838467906;0.0;0.00026795572278702354;0.01113137360028819;0.0024487590522449527;0.006123373681150644;0.006672064356106201
58;Mascara allongeant qui tient toutes ses promesses. Noir intense. Brosse fine à pivots. Ne fait pas de paquets. Joli packaging.;0.0004306564084773998;0.0;0.0010620660988719388;0.000542860886062698;0.00034813633433928567;0.0;0.001163782221960807;0.0;0.0005221780937896186;0.0;0.012537886574915995;0.0005756651775598271;0.0;0.0;0.006619749828095564;0.029392057287689077;0.001984809141379083;0.003650884763758716;0.0;0.02501855759833647
59;très bon produit ! rien à dire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Première utilisation, une très petite quantité suffit pour se coiffer! (J'en ai mis trop ^^);8.595712706883299e-05;0.0063738502370201885;0.003548019838945998;0.0;0.00015636893193736906;0.0;0.0;0.007138384044538038;0.0006177247290433487;0.0;0.0;0.0;0.0013879456584193152;0.007724599304103288;0.09384898954700913;0.033480830894449316;0.0042263667916935446;0.0;0.0;0.059145309029272196
61;Bonne tenue et comme annoncé, sans résidus, ne colle pas! Impeccable! Je le recommande !;0.06377039280406716;0.0017073838327510951;0.00445906695614285;0.0;0.0;0.0;0.00016790513230772254;0.0;0.0004104951426886111;0.00014219388379994277;0.0001505847039996768;0.005470555090508728;0.0004298791792984017;0.0;0.010091259748882107;0.0;0.0009429558727499795;0.0012194726729902032;0.003967994425415212;0.010230350261935896
62;Bonne tenue des cheveux mais ne colle pas.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;Très facile à utiliser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26373197089633493;0.0;0.0;0.0;0.0;0.0;0.27301006833168356;0.0;0.0;0.0;0.0;0.0
64;Achat conforme.;0.0;0.0013650350359590867;0.0;4.175178192442449e-05;0.2004023578438788;0.013263575177925384;0.0005038031383222737;0.0013369771432627557;0.0;0.0005652248982498735;0.0;0.002592049445879394;0.0;0.0;0.0;0.001972200875602729;0.00014908304490051407;0.007427556075301081;0.0014517792376917244;0.0005091128600812985
65;Juste parfait;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;Il sent bon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Il est grand !;0.0;0.00224732961319119;0.0;0.0;0.0;0.0008794629883679164;0.0008878915797111316;0.0029499492065534925;0.001620383842003043;0.0036665889439756482;0.0;0.0;0.0;0.0031409173303589308;0.0;0.04908726281550417;0.0;0.0;0.006650036650962134;0.014089510055928728
68;Le pot dur assez longtemps avec un lavage quotidien! Protégé parfaitement  les cheveux;8.933555956037247e-05;0.0002616301288662321;0.0018659719034966177;0.0003354569552312858;0.0005568532510023302;0.00019934664470269234;0.0;0.00034581127456952853;0.001029040619072672;0.0026385093281223676;0.00979115867711451;0.001514119724939906;0.0003570262403445447;0.0;0.0008908101534540123;0.002091383806490286;0.0013035371593760941;0.0;0.018633755299962737;0.027973465298230263
69;-Re-Pigmenter les cheveux selon sa couleur naturelle....;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1938431706574775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;J'avoue qu'avant d'essayer le produit je n'étais pas convaincu ... D'autant que cela n'étais pas évident puisque la notice donne quelques contre indications... dont une qui me concerne ...les cheve;0.0;0.00010738705366410205;0.0;0.001533247789858545;0.0001356149936544113;0.0006719459941917893;0.0004632155695977323;0.00025691369411065925;0.0010579028648827113;0.00022431583772630702;0.004201086865530918;0.0002755351788932418;0.0010568346382157485;0.004332696318954677;8.777115852247753e-05;0.0;0.004362849089130076;0.008887613943600098;0.003825190810851227;0.010168656102419927
72;il avait arreté la vente au supermarché et il était les mieux placé niveau prix, bon il on repris en supermarché et là par contre ce n'est plus avantageux de le prendre en ligne;0.00024227424092932614;0.0286405334478138;3.339860821208424e-05;0.0;0.0;0.0005532033254483757;0.0005927959853674344;0.00022005531573503976;0.0018833386182191521;0.00017680378574218408;0.0012588838054807035;0.0006289209257640816;0.002066930991821268;0.0031952742462092515;0.0008624806797330972;0.0006979564343936973;0.002209052231350103;0.002607598652970861;0.002609013469694702;0.011406016068325659
73;rien à dire sur la qualité prouvé de ce produit pour se faire des yeux de biche;5.800053872687795e-05;0.0;0.0;0.0;0.0;0.0;0.1006370870696875;0.0;0.0;0.0;0.0007656793056114465;0.0;0.0;0.0;0.0008830339528374851;0.0;0.0;0.0;0.0;0.011435024614890868
74;ce produit et tous a fait se que j'attendais,  ayant pris le meme produit au coiffeur est l'ayant payé plus cher , je recommande le produit.;0.00025644114917145833;0.0023144312847078368;0.00019467079667686223;0.00016334981297185316;0.0029268470727385532;0.0008272289036830106;0.000795040563772467;0.0;0.0024132680234527455;0.0008763206516353623;0.006962413854902192;0.002576146212405909;0.0025482740648178712;0.003997317060966191;0.005110630180312843;0.005241233139498496;0.0;0.005791350787141045;0.02468030195879444;0.00534212661671294
75;le seul petit  b-mol c'est que ce shampooing a tendance à bleuir légèrement les mains lorsqu'on l'utilise mais ça part rapidement sinon y a pas mieux pour déjaunir! parole de coiffeuse!;0.0001866127062577164;0.0026576124167066663;0.00032853398669922574;0.0009516685227228235;0.00012790796985454741;0.0;0.0;0.0;0.002104424630918293;0.0;0.0;0.0;0.0007840146736838887;0.0046600514208133045;0.0;0.006732965222613506;0.0024602452020732715;0.022171370174358575;0.10300745514995023;0.022780643668552234
